pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-i0mbw-8975,task,PROJECT_3,ns-31776,TEAM_3,2024-11-10 10:37:05+00:00,2024-11-11 02:37:05+00:00,4,960,2,30.2499,A100,n
run-pipeline-gpu-y1sm2-6787,task,PROJECT_18,ns-31845,TEAM_7,2024-10-30 08:56:05+00:00,2024-11-02 17:58:05+00:00,1,4862,5,88.2829,A100,y
run-pipeline-gpu-4o3mg-9914,task,PROJECT_19,ns-21447,TEAM_4,2024-11-10 21:17:05+00:00,2024-11-11 11:58:05+00:00,3,881,4,72.8693,A30,y
run-pipeline-gpu-gxiqg-11631,task,PROJECT_6,ns-9753,TEAM_2,2024-11-02 20:30:05+00:00,2024-11-03 09:50:05+00:00,4,800,2,35.9262,A100,n
run-pipeline-gpu-ry689-22313,task,PROJECT_3,ns-419,TEAM_5,2024-11-04 01:50:05+00:00,2024-11-08 09:20:05+00:00,5,6210,2,38.5451,A100,y
run-pipeline-gpu-e3ntw-8082,task,PROJECT_15,ns-25191,TEAM_6,2024-11-01 05:36:05+00:00,2024-11-02 07:05:05+00:00,1,1529,2,35.3184,A100,y
run-pipeline-gpu-wjrgj-4118,task,PROJECT_2,ns-10194,TEAM_9,2024-11-06 10:52:05+00:00,2024-11-07 02:25:05+00:00,3,933,4,65.3015,A100,n
run-pipeline-gpu-wkszx-2053,task,PROJECT_18,ns-29977,TEAM_3,2024-10-24 01:34:05+00:00,2024-10-24 19:23:05+00:00,7,1069,4,63.4653,A100,y
run-pipeline-gpu-njoew-3284,task,PROJECT_14,ns-21452,TEAM_3,2024-11-08 09:47:05+00:00,2024-11-09 09:57:05+00:00,3,1450,4,62.9747,A30,n
run-pipeline-gpu-9sf1a-30264,task,PROJECT_4,ns-20831,TEAM_3,2024-10-25 07:03:05+00:00,2024-10-25 13:53:05+00:00,2,410,4,65.5523,A100,y
run-pipeline-gpu-voe60-13601,task,PROJECT_18,ns-961,TEAM_8,2024-10-28 22:03:05+00:00,2024-10-30 08:24:05+00:00,4,2061,4,68.6563,A100,n
run-pipeline-gpu-81bi3-16874,task,PROJECT_6,ns-13883,TEAM_4,2024-11-04 19:27:05+00:00,2024-11-06 19:59:05+00:00,2,2912,5,90.3417,A30,n
run-pipeline-gpu-2taey-15673,task,PROJECT_17,ns-18214,TEAM_6,2024-11-05 01:00:05+00:00,2024-11-05 20:07:05+00:00,2,1147,3,53.4686,A30,n
run-pipeline-gpu-nxgqu-20572,task,PROJECT_18,ns-18490,TEAM_5,2024-10-28 09:00:05+00:00,2024-10-28 22:26:05+00:00,1,806,3,49.0461,A30,y
