pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-lbfih-29744,task,PROJECT_1,ns-9644,TEAM_2,2024-10-26 23:12:35+00:00,2024-10-27 01:51:35+00:00,7,159,5,88.7288,A100,n
run-pipeline-gpu-y6s10-5681,instance,PROJECT_7,ns-13654,TEAM_5,2024-10-28 08:57:35+00:00,2024-10-29 07:22:35+00:00,6,1345,3,41.1758,A100,y
run-pipeline-gpu-rzi4k-26098,task,PROJECT_3,ns-25787,TEAM_4,2024-11-01 14:32:35+00:00,2024-11-01 20:09:35+00:00,2,337,3,57.4564,A100,n
run-pipeline-gpu-cnf1c-18543,task,PROJECT_2,ns-10305,TEAM_3,2024-10-26 06:09:35+00:00,2024-10-27 01:33:35+00:00,2,1164,4,60.5638,A100,y
run-pipeline-gpu-qzqem-24277,task,PROJECT_15,ns-14160,TEAM_7,2024-11-01 06:35:35+00:00,2024-11-02 20:48:35+00:00,3,2293,2,26.2921,A100,n
run-pipeline-gpu-gu80r-1661,task,PROJECT_14,ns-5832,TEAM_4,2024-10-25 01:04:35+00:00,2024-10-26 15:43:35+00:00,4,2319,4,60.3711,A100,n
run-pipeline-gpu-xvl0z-13337,task,PROJECT_3,ns-12988,TEAM_1,2024-10-26 00:34:35+00:00,2024-10-27 01:10:35+00:00,1,1476,3,46.183,A30,n
run-pipeline-gpu-uzggf-24643,task,PROJECT_17,ns-12984,TEAM_6,2024-11-11 16:46:35+00:00,2024-11-13 05:53:35+00:00,1,2227,5,81.6056,A30,y
run-pipeline-gpu-3upm0-19211,task,PROJECT_20,ns-2851,TEAM_5,2024-10-28 09:00:35+00:00,2024-10-30 05:26:35+00:00,3,2666,3,56.2061,A100,n
run-pipeline-gpu-cwlyg-27961,task,PROJECT_14,ns-26486,TEAM_6,2024-10-29 04:28:35+00:00,2024-10-29 16:44:35+00:00,6,736,4,74.2083,A100,n
run-pipeline-gpu-mz9dv-20827,task,PROJECT_17,ns-13401,TEAM_7,2024-11-07 19:39:35+00:00,2024-11-09 12:17:35+00:00,6,2438,4,67.6908,A100,y
run-pipeline-gpu-sb8zp-5085,task,PROJECT_12,ns-7668,TEAM_8,2024-11-05 05:24:35+00:00,2024-11-05 14:58:35+00:00,2,574,3,46.2869,A30,n
run-pipeline-gpu-a09x3-16563,task,PROJECT_20,ns-5613,TEAM_9,2024-10-24 18:45:35+00:00,2024-10-26 21:57:35+00:00,2,3072,4,78.0887,A100,n
run-pipeline-gpu-ber0o-32360,task,PROJECT_10,ns-13799,TEAM_3,2024-10-21 04:23:35+00:00,2024-10-23 09:47:35+00:00,5,3204,3,49.7738,A100,n
run-pipeline-gpu-r2kqf-16774,task,PROJECT_16,ns-26244,TEAM_4,2024-11-02 21:48:35+00:00,2024-11-05 03:08:35+00:00,1,3200,4,64.9712,A100,n
run-pipeline-gpu-ugg6v-28861,task,PROJECT_18,ns-26680,TEAM_8,2024-10-27 08:42:35+00:00,2024-10-28 18:58:35+00:00,6,2056,4,67.515,A100,n
run-pipeline-gpu-gqh4p-16679,task,PROJECT_3,ns-617,TEAM_1,2024-11-07 22:26:35+00:00,2024-11-09 10:03:35+00:00,1,2137,5,83.0189,A30,y
