pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-soxyw-16175,task,PROJECT_14,ns-2306,TEAM_5,2024-10-26 15:16:34+00:00,2024-10-28 12:42:34+00:00,2,2726,3,55.4871,A30,n
run-pipeline-gpu-av9k6-10928,task,PROJECT_17,ns-2701,TEAM_7,2024-11-11 01:38:34+00:00,2024-11-13 04:01:34+00:00,3,3023,2,34.2295,A100,n
run-pipeline-gpu-nn9w7-7287,instance,PROJECT_1,ns-2251,TEAM_1,2024-11-04 04:48:34+00:00,2024-11-05 00:09:34+00:00,3,1161,2,38.3068,A100,y
run-pipeline-gpu-glq7o-16396,task,PROJECT_9,ns-12927,TEAM_5,2024-10-23 18:28:34+00:00,2024-10-23 20:23:34+00:00,4,115,5,85.253,A100,n
run-pipeline-gpu-r4leh-26699,task,PROJECT_7,ns-8802,TEAM_3,2024-10-30 07:19:34+00:00,2024-10-31 05:07:34+00:00,2,1308,3,43.6203,A30,n
run-pipeline-gpu-s3lp6-2300,task,PROJECT_1,ns-21429,TEAM_8,2024-11-07 16:53:34+00:00,2024-11-09 22:58:34+00:00,4,3245,2,28.5554,A100,n
run-pipeline-gpu-3xv66-27822,instance,PROJECT_10,ns-23339,TEAM_4,2024-10-29 03:06:34+00:00,2024-10-29 17:35:34+00:00,3,869,5,83.7219,A30,n
run-pipeline-gpu-r5a2d-23071,task,PROJECT_8,ns-11398,TEAM_1,2024-10-20 18:29:34+00:00,2024-10-20 22:04:34+00:00,3,215,5,87.8591,A100,n
run-pipeline-gpu-r9ydo-29626,instance,PROJECT_5,ns-5225,TEAM_4,2024-11-10 21:59:34+00:00,2024-11-12 05:56:34+00:00,3,1917,4,78.0941,A30,n
run-pipeline-gpu-nfoge-29936,task,PROJECT_13,ns-28454,TEAM_10,2024-11-05 13:45:34+00:00,2024-11-06 02:09:34+00:00,3,744,2,37.64,A30,y
run-pipeline-gpu-7bdeo-23670,task,PROJECT_11,ns-22674,TEAM_6,2024-10-29 06:09:34+00:00,2024-10-29 13:12:34+00:00,3,423,2,36.111,A100,n
run-pipeline-gpu-ly5ip-24500,task,PROJECT_1,ns-26145,TEAM_1,2024-11-10 02:13:34+00:00,2024-11-11 19:19:34+00:00,3,2466,2,27.1681,A100,n
run-pipeline-gpu-supw9-741,instance,PROJECT_17,ns-17379,TEAM_5,2024-11-11 17:07:34+00:00,2024-11-12 01:46:34+00:00,3,519,4,76.766,A100,n
run-pipeline-gpu-g16fh-12980,task,PROJECT_12,ns-5644,TEAM_4,2024-10-24 10:15:34+00:00,2024-10-24 10:46:34+00:00,4,31,4,73.3929,A100,n
run-pipeline-gpu-pogzg-3937,task,PROJECT_13,ns-7220,TEAM_6,2024-11-06 12:48:34+00:00,2024-11-06 14:18:34+00:00,2,90,3,54.0088,A30,y
run-pipeline-gpu-pnvau-3757,task,PROJECT_2,ns-4215,TEAM_8,2024-10-23 00:46:34+00:00,2024-10-24 07:16:34+00:00,3,1830,4,75.5839,A100,y
run-pipeline-gpu-y10ag-295,task,PROJECT_19,ns-27663,TEAM_1,2024-11-09 17:21:34+00:00,2024-11-11 02:59:34+00:00,3,2018,4,78.3682,A100,n
run-pipeline-gpu-lzq1g-12422,instance,PROJECT_11,ns-27687,TEAM_3,2024-10-30 00:17:34+00:00,2024-10-31 00:13:34+00:00,4,1436,2,22.6521,A100,n
run-pipeline-gpu-bxgge-2100,task,PROJECT_18,ns-13565,TEAM_1,2024-11-12 03:54:34+00:00,2024-11-12 19:11:34+00:00,3,917,3,51.391,A100,n
run-pipeline-gpu-g4m02-22082,task,PROJECT_18,ns-5763,TEAM_9,2024-11-08 22:36:34+00:00,2024-11-09 12:15:34+00:00,1,819,3,51.3325,A30,n
run-pipeline-gpu-hhe4y-592,task,PROJECT_19,ns-3361,TEAM_6,2024-10-21 18:50:34+00:00,2024-10-23 03:34:34+00:00,4,1964,3,49.6026,A100,n
run-pipeline-gpu-gdq5m-26934,task,PROJECT_3,ns-29260,TEAM_7,2024-11-03 05:55:34+00:00,2024-11-03 23:37:34+00:00,4,1062,3,50.5548,A100,y
run-pipeline-gpu-1q26f-12138,task,PROJECT_9,ns-15368,TEAM_4,2024-11-02 00:34:34+00:00,2024-11-02 10:04:34+00:00,2,570,3,42.5982,A100,n
run-pipeline-gpu-mgv90-8572,task,PROJECT_2,ns-30610,TEAM_2,2024-10-21 10:49:34+00:00,2024-10-21 19:49:34+00:00,4,540,3,41.794,A100,n
run-pipeline-gpu-o0hf4-28964,task,PROJECT_13,ns-10944,TEAM_9,2024-10-27 00:38:34+00:00,2024-10-28 05:33:34+00:00,3,1735,3,54.5113,A100,n
run-pipeline-gpu-oansk-5800,task,PROJECT_16,ns-18660,TEAM_2,2024-10-21 06:21:34+00:00,2024-10-23 22:31:34+00:00,6,3850,3,58.8647,A100,n
run-pipeline-gpu-hhlzo-10671,task,PROJECT_15,ns-15145,TEAM_2,2024-11-11 20:40:34+00:00,2024-11-15 19:50:34+00:00,3,5710,4,77.7493,A100,n
run-pipeline-gpu-7of4s-29115,instance,PROJECT_15,ns-29127,TEAM_10,2024-11-04 10:35:34+00:00,2024-11-04 22:58:34+00:00,3,743,2,24.8413,A100,n
run-pipeline-gpu-c5nuo-3546,task,PROJECT_18,ns-23177,TEAM_3,2024-11-09 08:09:34+00:00,2024-11-09 10:01:34+00:00,1,112,4,63.8744,A30,n
run-pipeline-gpu-67u26-13398,task,PROJECT_12,ns-17003,TEAM_2,2024-11-07 10:56:34+00:00,2024-11-11 04:37:34+00:00,2,5381,4,71.4293,A100,y
run-pipeline-gpu-ohx4z-32358,instance,PROJECT_16,ns-25444,TEAM_9,2024-10-29 11:50:34+00:00,2024-10-30 06:33:34+00:00,3,1123,5,81.2466,A100,n
run-pipeline-gpu-b2zn2-18736,instance,PROJECT_13,ns-31898,TEAM_9,2024-11-01 02:35:34+00:00,2024-11-01 03:31:34+00:00,5,56,3,50.9083,A100,y
run-pipeline-gpu-fe2p2-15517,task,PROJECT_5,ns-8843,TEAM_7,2024-11-09 16:46:34+00:00,2024-11-10 21:13:34+00:00,1,1707,3,51.686,A30,y
run-pipeline-gpu-1b4as-20939,task,PROJECT_4,ns-17906,TEAM_8,2024-11-07 05:44:34+00:00,2024-11-07 16:09:34+00:00,3,625,2,39.5718,A100,y
run-pipeline-gpu-yxjo9-3620,task,PROJECT_12,ns-4979,TEAM_9,2024-11-07 08:27:34+00:00,2024-11-07 21:48:34+00:00,3,801,3,41.2962,A100,y
run-pipeline-gpu-eugi8-25955,task,PROJECT_3,ns-4948,TEAM_3,2024-11-02 13:59:34+00:00,2024-11-03 15:27:34+00:00,3,1528,3,54.8969,A100,n
run-pipeline-gpu-rworh-9230,instance,PROJECT_6,ns-10185,TEAM_10,2024-11-08 09:54:34+00:00,2024-11-09 06:49:34+00:00,4,1255,4,76.692,A100,n
run-pipeline-gpu-b1o2e-13608,instance,PROJECT_9,ns-413,TEAM_2,2024-11-04 14:49:34+00:00,2024-11-06 10:04:34+00:00,4,2595,4,63.946,A100,y
run-pipeline-gpu-pfbqe-22834,task,PROJECT_3,ns-11844,TEAM_1,2024-11-06 00:39:34+00:00,2024-11-06 04:08:34+00:00,3,209,4,74.5151,A100,n
run-pipeline-gpu-xgsqn-18863,task,PROJECT_13,ns-20373,TEAM_6,2024-11-03 12:43:34+00:00,2024-11-04 04:22:34+00:00,4,939,4,67.917,A100,n
run-pipeline-gpu-7mwcs-7104,task,PROJECT_2,ns-11451,TEAM_7,2024-10-24 19:15:34+00:00,2024-10-26 17:04:34+00:00,1,2749,5,90.377,A100,y
run-pipeline-gpu-ld3oo-19875,task,PROJECT_5,ns-27941,TEAM_6,2024-11-03 15:57:34+00:00,2024-11-04 15:05:34+00:00,3,1388,2,27.2895,A100,n
run-pipeline-gpu-qxd8d-5647,instance,PROJECT_9,ns-16760,TEAM_8,2024-10-25 15:36:34+00:00,2024-10-27 13:50:34+00:00,5,2774,4,64.7623,A100,n
run-pipeline-gpu-bfgj3-6593,task,PROJECT_13,ns-21454,TEAM_10,2024-10-28 07:08:34+00:00,2024-10-29 01:54:34+00:00,1,1126,4,61.4674,A100,n
run-pipeline-gpu-dqfk9-27322,task,PROJECT_13,ns-24525,TEAM_5,2024-10-21 05:29:34+00:00,2024-10-23 13:37:34+00:00,2,3368,4,78.5694,A100,y
run-pipeline-gpu-n0ybj-30211,instance,PROJECT_16,ns-7256,TEAM_1,2024-10-30 10:20:34+00:00,2024-11-01 08:34:34+00:00,2,2774,3,42.6711,A100,y
run-pipeline-gpu-8n0n1-6124,task,PROJECT_2,ns-31718,TEAM_5,2024-10-22 08:20:34+00:00,2024-10-25 11:51:34+00:00,3,4531,4,67.8078,A100,n
run-pipeline-gpu-hc4mc-17436,task,PROJECT_2,ns-1479,TEAM_9,2024-11-07 10:45:34+00:00,2024-11-08 03:29:34+00:00,4,1004,5,80.042,A100,n
run-pipeline-gpu-ncf65-22009,task,PROJECT_18,ns-31198,TEAM_6,2024-10-25 16:21:34+00:00,2024-10-26 12:01:34+00:00,2,1180,3,56.445,A100,n
run-pipeline-gpu-afgee-1830,instance,PROJECT_15,ns-24980,TEAM_2,2024-11-09 01:17:34+00:00,2024-11-11 07:55:34+00:00,4,3278,3,50.9924,A30,y
run-pipeline-gpu-se639-1327,task,PROJECT_15,ns-29718,TEAM_10,2024-11-02 23:35:34+00:00,2024-11-04 11:55:34+00:00,4,2180,4,66.1742,A30,n
