pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-2n07n-198,instance,PROJECT_2,ns-18752,TEAM_9,2024-11-07 07:24:06+00:00,2024-11-10 02:42:39+00:00,6,4038,4,68.5135,A100,n
run-pipeline-gpu-dm52o-2377,task,PROJECT_9,ns-22580,TEAM_8,2024-11-11 09:05:06+00:00,2024-11-14 03:56:21+00:00,3,4011,5,89.0209,A100,n
run-pipeline-gpu-45gdv-17904,task,PROJECT_18,ns-23739,TEAM_3,2024-10-22 09:59:06+00:00,2024-10-25 03:04:53+00:00,3,3905,3,48.5316,A100,y
run-pipeline-gpu-w68os-18724,task,PROJECT_15,ns-26568,TEAM_3,2024-11-11 11:09:06+00:00,2024-11-12 05:17:06+00:00,6,1088,5,84.8482,A100,n
run-pipeline-gpu-lzaj0-19570,instance,PROJECT_12,ns-2032,TEAM_10,2024-11-07 07:23:06+00:00,2024-11-09 02:47:42+00:00,2,2604,3,45.6248,A30,y
run-pipeline-gpu-om718-16723,task,PROJECT_18,ns-20527,TEAM_9,2024-11-04 09:28:06+00:00,2024-11-07 06:46:28+00:00,5,4158,2,30.833,A100,y
run-pipeline-gpu-bix28-27395,instance,PROJECT_8,ns-10195,TEAM_10,2024-11-02 18:22:06+00:00,2024-11-05 19:42:45+00:00,4,4400,4,77.7858,A100,n
run-pipeline-gpu-hq8m1-4768,task,PROJECT_7,ns-18890,TEAM_4,2024-11-02 11:13:06+00:00,2024-11-03 05:37:25+00:00,1,1104,2,33.6609,A30,y
run-pipeline-gpu-kkli1-11808,task,PROJECT_14,ns-26861,TEAM_8,2024-10-22 01:36:06+00:00,2024-10-24 06:46:04+00:00,1,3189,3,47.502,A30,n
run-pipeline-gpu-cplqe-23521,instance,PROJECT_5,ns-8,TEAM_1,2024-11-10 12:59:06+00:00,2024-11-12 12:26:11+00:00,4,2847,4,61.07,A100,y
run-pipeline-gpu-lor0l-12258,task,PROJECT_12,ns-14245,TEAM_2,2024-11-08 07:36:06+00:00,2024-11-11 08:06:12+00:00,6,4350,5,90.4613,A100,y
run-pipeline-gpu-ys1xr-19686,instance,PROJECT_11,ns-20705,TEAM_5,2024-11-02 05:33:06+00:00,2024-11-04 00:45:08+00:00,1,2592,5,84.3536,A100,n
run-pipeline-gpu-tv8vb-29456,task,PROJECT_3,ns-31708,TEAM_7,2024-11-06 01:53:06+00:00,2024-11-07 06:43:32+00:00,2,1730,3,47.647,A100,n
run-pipeline-gpu-wttwl-24244,task,PROJECT_1,ns-14722,TEAM_1,2024-10-29 09:47:06+00:00,2024-11-02 08:17:50+00:00,4,5670,3,52.8953,A100,n
run-pipeline-gpu-qtt5r-21879,task,PROJECT_11,ns-13245,TEAM_7,2024-10-29 23:26:06+00:00,2024-10-31 13:35:57+00:00,3,2289,2,32.0709,A100,n
run-pipeline-gpu-3iiak-25842,task,PROJECT_9,ns-9291,TEAM_7,2024-10-27 06:52:06+00:00,2024-10-30 00:58:59+00:00,3,3966,2,35.1778,A100,n
run-pipeline-gpu-fvmaa-28023,task,PROJECT_3,ns-16852,TEAM_7,2024-11-10 07:03:06+00:00,2024-11-11 03:45:29+00:00,1,1242,4,66.3368,A100,n
run-pipeline-gpu-a8idh-27810,task,PROJECT_20,ns-3063,TEAM_8,2024-11-10 03:31:06+00:00,2024-11-13 06:48:17+00:00,1,4517,3,50.4533,A100,n
run-pipeline-gpu-aodme-26335,instance,PROJECT_14,ns-606,TEAM_5,2024-11-09 11:11:06+00:00,2024-11-10 21:24:16+00:00,1,2053,3,43.802,A100,y
run-pipeline-gpu-tyndm-7186,instance,PROJECT_1,ns-10267,TEAM_6,2024-10-31 03:23:06+00:00,2024-11-03 08:00:38+00:00,2,4597,4,65.2849,A30,n
run-pipeline-gpu-sm84l-13051,task,PROJECT_4,ns-31712,TEAM_4,2024-11-11 18:41:06+00:00,2024-11-13 15:35:02+00:00,2,2693,4,76.876,A30,n
run-pipeline-gpu-45ope-2066,task,PROJECT_16,ns-5842,TEAM_1,2024-11-11 19:53:06+00:00,2024-11-14 12:06:10+00:00,3,3853,2,38.4104,A100,n
run-pipeline-gpu-ejh2h-8172,task,PROJECT_6,ns-16124,TEAM_3,2024-11-08 18:03:06+00:00,2024-11-12 00:08:03+00:00,6,4684,2,37.2921,A100,n
run-pipeline-gpu-wkqv6-12904,task,PROJECT_4,ns-14263,TEAM_3,2024-10-25 00:21:06+00:00,2024-10-26 21:26:05+00:00,1,2704,4,66.5337,A100,n
run-pipeline-gpu-msdav-11064,task,PROJECT_16,ns-18817,TEAM_9,2024-11-02 00:12:06+00:00,2024-11-02 20:29:59+00:00,1,1217,3,51.7329,A30,n
run-pipeline-gpu-xp5d1-9601,task,PROJECT_14,ns-11285,TEAM_10,2024-10-21 14:14:06+00:00,2024-10-24 13:52:05+00:00,3,4297,5,83.3588,A100,n
run-pipeline-gpu-s9r8f-9123,instance,PROJECT_14,ns-194,TEAM_3,2024-10-30 01:20:06+00:00,2024-11-01 10:24:06+00:00,7,3424,2,35.088,A100,n
run-pipeline-gpu-v4kln-24939,instance,PROJECT_20,ns-12379,TEAM_8,2024-11-05 21:05:06+00:00,2024-11-09 18:59:51+00:00,2,5634,4,71.001,A100,n
run-pipeline-gpu-lq7hg-28222,task,PROJECT_9,ns-5930,TEAM_3,2024-11-03 12:32:06+00:00,2024-11-04 03:49:43+00:00,6,917,2,21.3935,A100,y
run-pipeline-gpu-pvpym-3585,task,PROJECT_14,ns-17107,TEAM_1,2024-10-21 16:34:06+00:00,2024-10-23 02:45:36+00:00,8,2051,2,27.7499,A100,n
run-pipeline-gpu-g8ptj-703,task,PROJECT_6,ns-28942,TEAM_4,2024-10-20 22:11:06+00:00,2024-10-23 01:44:51+00:00,5,3093,3,40.9019,A100,y
run-pipeline-gpu-oq67o-9830,task,PROJECT_1,ns-19348,TEAM_10,2024-10-26 01:45:06+00:00,2024-10-27 17:21:18+00:00,2,2376,5,95.9635,A100,y
run-pipeline-gpu-jcrxd-29457,task,PROJECT_5,ns-23747,TEAM_7,2024-10-26 03:10:06+00:00,2024-10-29 02:31:06+00:00,2,4281,4,77.1144,A100,n
run-pipeline-gpu-42c0s-4533,task,PROJECT_14,ns-14775,TEAM_4,2024-10-27 16:20:06+00:00,2024-10-30 22:08:06+00:00,1,4667,2,38.0063,A100,y
run-pipeline-gpu-nsjn5-4652,instance,PROJECT_4,ns-12785,TEAM_2,2024-11-03 02:42:06+00:00,2024-11-05 07:41:39+00:00,5,3179,4,64.7711,A100,y
run-pipeline-gpu-pk456-23799,task,PROJECT_6,ns-18887,TEAM_2,2024-10-27 14:20:06+00:00,2024-10-29 23:03:01+00:00,2,3402,5,82.0361,A30,y
run-pipeline-gpu-ofcdg-3624,instance,PROJECT_2,ns-11303,TEAM_9,2024-10-20 21:11:06+00:00,2024-10-23 18:34:06+00:00,1,4163,5,87.4419,A100,n
run-pipeline-gpu-8gn2o-2646,task,PROJECT_11,ns-27003,TEAM_9,2024-10-24 00:41:06+00:00,2024-10-24 18:05:07+00:00,4,1044,4,61.4659,A100,n
run-pipeline-gpu-orvrf-4493,instance,PROJECT_10,ns-5296,TEAM_10,2024-11-02 07:05:06+00:00,2024-11-03 16:50:08+00:00,1,2025,5,90.835,A100,y
run-pipeline-gpu-jrxmz-10641,task,PROJECT_6,ns-27816,TEAM_2,2024-10-27 06:46:06+00:00,2024-10-30 06:50:57+00:00,6,4324,2,38.9095,A100,y
run-pipeline-gpu-isgp9-16366,task,PROJECT_15,ns-4005,TEAM_1,2024-11-06 05:20:06+00:00,2024-11-09 23:41:05+00:00,2,5420,5,96.7466,A100,y
run-pipeline-gpu-qpzxm-11696,task,PROJECT_18,ns-1905,TEAM_8,2024-10-25 14:11:06+00:00,2024-10-27 12:00:19+00:00,1,2749,4,65.4702,A30,y
run-pipeline-gpu-urs42-8631,task,PROJECT_5,ns-8261,TEAM_6,2024-10-25 09:23:06+00:00,2024-10-26 23:10:20+00:00,2,2267,3,41.6211,A100,n
run-pipeline-gpu-riecu-13306,task,PROJECT_8,ns-16835,TEAM_10,2024-10-27 22:38:06+00:00,2024-10-28 21:25:28+00:00,6,1367,2,34.7996,A100,n
run-pipeline-gpu-a32oe-21316,task,PROJECT_5,ns-14467,TEAM_3,2024-11-02 18:12:06+00:00,2024-11-05 02:48:57+00:00,7,3396,3,58.1464,A100,n
run-pipeline-gpu-xc2lv-12326,task,PROJECT_20,ns-22526,TEAM_6,2024-10-21 09:24:06+00:00,2024-10-21 20:48:29+00:00,2,684,4,77.7164,A100,n
run-pipeline-gpu-zz8u6-2868,task,PROJECT_5,ns-26590,TEAM_5,2024-10-22 17:23:06+00:00,2024-10-24 17:06:46+00:00,3,2863,3,56.6614,A30,n
run-pipeline-gpu-8t2a9-12750,task,PROJECT_8,ns-15606,TEAM_9,2024-10-27 01:05:06+00:00,2024-10-31 01:29:35+00:00,1,5784,3,52.0634,A100,n
run-pipeline-gpu-59buw-19453,task,PROJECT_15,ns-32118,TEAM_8,2024-10-25 22:34:06+00:00,2024-10-28 19:00:44+00:00,1,4106,4,68.9627,A100,n
run-pipeline-gpu-rmj9d-14122,task,PROJECT_18,ns-12570,TEAM_10,2024-11-04 18:35:06+00:00,2024-11-07 02:23:28+00:00,2,3348,2,36.5176,A30,n
run-pipeline-gpu-0ecg9-21697,task,PROJECT_15,ns-12637,TEAM_1,2024-10-21 18:27:06+00:00,2024-10-23 18:28:35+00:00,1,2881,5,89.4964,A100,n
run-pipeline-gpu-azsqa-16635,instance,PROJECT_15,ns-8948,TEAM_1,2024-10-24 15:10:06+00:00,2024-10-25 12:03:06+00:00,2,1253,2,28.566,A30,n
run-pipeline-gpu-xydjj-9568,instance,PROJECT_14,ns-10539,TEAM_3,2024-10-22 16:24:06+00:00,2024-10-23 15:01:15+00:00,4,1357,2,33.1908,A30,y
run-pipeline-gpu-a9mpq-7110,instance,PROJECT_6,ns-19666,TEAM_5,2024-10-21 18:39:06+00:00,2024-10-23 15:32:25+00:00,1,2693,5,88.8119,A30,n
run-pipeline-gpu-f2gas-10704,task,PROJECT_13,ns-27606,TEAM_8,2024-10-29 01:00:06+00:00,2024-10-30 09:32:02+00:00,3,1951,2,24.0583,A100,n
run-pipeline-gpu-rxlvq-4675,instance,PROJECT_15,ns-17348,TEAM_1,2024-11-01 08:50:06+00:00,2024-11-02 13:37:01+00:00,5,1726,4,72.588,A100,y
run-pipeline-gpu-dobyv-24746,task,PROJECT_2,ns-6337,TEAM_5,2024-10-24 00:39:06+00:00,2024-10-27 10:58:54+00:00,1,4939,4,60.4059,A100,n
run-pipeline-gpu-oeyzt-32022,task,PROJECT_4,ns-27591,TEAM_7,2024-11-10 03:05:06+00:00,2024-11-12 19:11:35+00:00,5,3846,3,43.2113,A100,n
run-pipeline-gpu-7q4g1-4358,task,PROJECT_14,ns-30228,TEAM_1,2024-11-08 13:57:06+00:00,2024-11-10 02:10:27+00:00,2,2173,4,65.3808,A100,n
run-pipeline-gpu-hlalt-25533,task,PROJECT_20,ns-1343,TEAM_7,2024-11-12 03:49:06+00:00,2024-11-15 17:55:02+00:00,3,5165,3,52.4378,A100,n
run-pipeline-gpu-4yew1-25482,instance,PROJECT_19,ns-10829,TEAM_8,2024-11-05 10:16:06+00:00,2024-11-08 20:40:07+00:00,6,4944,3,55.6596,A100,n
run-pipeline-gpu-krih8-8907,instance,PROJECT_18,ns-18348,TEAM_8,2024-11-05 02:47:06+00:00,2024-11-08 08:18:14+00:00,1,4651,3,43.7086,A30,n
run-pipeline-gpu-chstb-29374,task,PROJECT_11,ns-13589,TEAM_7,2024-10-21 08:01:06+00:00,2024-10-21 19:41:02+00:00,1,699,2,37.4697,A100,y
run-pipeline-gpu-s0z7r-19284,task,PROJECT_12,ns-15766,TEAM_4,2024-10-23 05:08:06+00:00,2024-10-23 11:33:53+00:00,6,385,5,95.062,A100,n
run-pipeline-gpu-vm5u6-9891,task,PROJECT_13,ns-31573,TEAM_6,2024-10-28 04:38:06+00:00,2024-10-28 09:00:53+00:00,2,262,4,77.1174,A100,n
run-pipeline-gpu-3y0eg-12201,task,PROJECT_5,ns-21963,TEAM_10,2024-11-03 13:19:06+00:00,2024-11-05 18:30:41+00:00,2,3191,2,39.5035,A100,n
run-pipeline-gpu-x11dl-28548,task,PROJECT_3,ns-31369,TEAM_3,2024-11-07 10:12:06+00:00,2024-11-09 11:42:30+00:00,3,2970,5,94.8188,A100,y
run-pipeline-gpu-2djs8-20807,instance,PROJECT_4,ns-24010,TEAM_6,2024-10-22 13:20:06+00:00,2024-10-25 21:52:54+00:00,3,4832,3,48.2575,A30,n
run-pipeline-gpu-iov6d-13325,instance,PROJECT_20,ns-30549,TEAM_7,2024-10-31 23:26:06+00:00,2024-11-03 05:53:20+00:00,1,3267,3,49.5733,A100,n
run-pipeline-gpu-0ppdw-9226,task,PROJECT_18,ns-22912,TEAM_5,2024-10-24 20:33:06+00:00,2024-10-28 08:37:48+00:00,1,5044,2,20.9452,A100,n
run-pipeline-gpu-slm7c-1691,task,PROJECT_12,ns-15191,TEAM_1,2024-11-12 06:45:06+00:00,2024-11-16 05:25:29+00:00,1,5680,5,80.0759,A100,n
