pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-2n07n-198,instance,PROJECT_2,ns-18752,TEAM_9,2024-11-07 08:13:10+00:00,2024-11-07 21:46:10+00:00,4,813,3,58.41,A100,n
run-pipeline-gpu-dm52o-2377,task,PROJECT_9,ns-22580,TEAM_8,2024-11-11 09:54:10+00:00,2024-11-13 03:37:10+00:00,5,2503,5,94.1099,A100,n
run-pipeline-gpu-45gdv-17904,task,PROJECT_18,ns-23739,TEAM_3,2024-10-22 10:48:10+00:00,2024-10-22 16:24:10+00:00,5,336,3,49.9473,A100,y
run-pipeline-gpu-w68os-18724,task,PROJECT_15,ns-26568,TEAM_3,2024-11-11 11:58:10+00:00,2024-11-13 12:06:10+00:00,2,2888,4,64.148,A100,n
run-pipeline-gpu-lzaj0-19570,instance,PROJECT_12,ns-2032,TEAM_10,2024-11-07 08:12:10+00:00,2024-11-09 13:52:10+00:00,3,3220,4,63.1376,A30,y
run-pipeline-gpu-om718-16723,task,PROJECT_18,ns-20527,TEAM_9,2024-11-04 10:17:10+00:00,2024-11-04 12:01:10+00:00,3,104,3,56.7159,A100,y
run-pipeline-gpu-bix28-27395,instance,PROJECT_8,ns-10195,TEAM_10,2024-11-02 19:11:10+00:00,2024-11-03 18:46:10+00:00,8,1415,4,73.2097,A100,n
run-pipeline-gpu-hq8m1-4768,task,PROJECT_7,ns-18890,TEAM_4,2024-11-02 12:02:10+00:00,2024-11-02 20:40:10+00:00,4,518,5,83.5636,A30,y
run-pipeline-gpu-kkli1-11808,task,PROJECT_14,ns-26861,TEAM_8,2024-10-22 02:25:10+00:00,2024-10-23 10:30:10+00:00,3,1925,4,60.416,A30,n
run-pipeline-gpu-cplqe-23521,instance,PROJECT_5,ns-8,TEAM_1,2024-11-10 13:48:10+00:00,2024-11-11 20:44:10+00:00,6,1856,3,50.2027,A100,y
run-pipeline-gpu-lor0l-12258,task,PROJECT_12,ns-14245,TEAM_2,2024-11-08 08:25:10+00:00,2024-11-08 21:13:10+00:00,4,768,4,68.73,A100,y
run-pipeline-gpu-ys1xr-19686,instance,PROJECT_11,ns-20705,TEAM_5,2024-11-02 06:22:10+00:00,2024-11-02 06:25:10+00:00,4,3,2,29.1203,A100,n
run-pipeline-gpu-tv8vb-29456,task,PROJECT_3,ns-31708,TEAM_7,2024-11-06 02:42:10+00:00,2024-11-07 04:26:10+00:00,6,1544,5,90.3108,A100,n
run-pipeline-gpu-wttwl-24244,task,PROJECT_1,ns-14722,TEAM_1,2024-10-29 10:36:10+00:00,2024-10-31 19:33:10+00:00,3,3417,4,64.0975,A100,n
run-pipeline-gpu-qtt5r-21879,task,PROJECT_11,ns-13245,TEAM_7,2024-10-30 00:15:10+00:00,2024-11-01 08:06:10+00:00,5,3351,3,43.8736,A100,n
run-pipeline-gpu-3iiak-25842,task,PROJECT_9,ns-9291,TEAM_7,2024-10-27 07:41:10+00:00,2024-10-28 23:37:10+00:00,2,2396,2,34.8742,A100,n
run-pipeline-gpu-fvmaa-28023,task,PROJECT_3,ns-16852,TEAM_7,2024-11-10 07:52:10+00:00,2024-11-10 19:12:10+00:00,1,680,5,94.8853,A100,n
run-pipeline-gpu-a8idh-27810,task,PROJECT_20,ns-3063,TEAM_8,2024-11-10 04:20:10+00:00,2024-11-11 08:04:10+00:00,5,1664,5,84.4284,A100,n
run-pipeline-gpu-aodme-26335,instance,PROJECT_14,ns-606,TEAM_5,2024-11-09 12:00:10+00:00,2024-11-09 22:56:10+00:00,7,656,2,39.1015,A100,y
run-pipeline-gpu-tyndm-7186,instance,PROJECT_1,ns-10267,TEAM_6,2024-10-31 04:12:10+00:00,2024-11-02 03:36:10+00:00,3,2844,2,29.2194,A30,n
run-pipeline-gpu-sm84l-13051,task,PROJECT_4,ns-31712,TEAM_4,2024-11-11 19:30:10+00:00,2024-11-13 04:34:10+00:00,4,1984,3,47.72,A30,n
