pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-rrw6n-13672,instance,PROJECT_19,ns-19239,TEAM_6,2024-11-02 12:40:22+00:00,2024-11-02 19:35:22+00:00,1,415,4,76.858,A100,y
run-pipeline-gpu-l1mji-1482,instance,PROJECT_6,ns-9293,TEAM_6,2024-11-09 09:58:22+00:00,2024-11-10 01:12:22+00:00,4,914,2,35.3177,A100,n
run-pipeline-gpu-320yk-11562,task,PROJECT_14,ns-14680,TEAM_10,2024-11-10 20:32:22+00:00,2024-11-11 02:39:22+00:00,1,367,4,61.0736,A100,n
run-pipeline-gpu-f9o4a-364,task,PROJECT_5,ns-22562,TEAM_7,2024-11-04 13:52:22+00:00,2024-11-05 00:42:22+00:00,2,650,5,99.1473,A30,n
run-pipeline-gpu-zo7xe-15441,instance,PROJECT_3,ns-23142,TEAM_7,2024-11-04 09:35:22+00:00,2024-11-06 12:43:22+00:00,1,3068,4,71.312,A30,n
run-pipeline-gpu-xr8nf-12195,task,PROJECT_10,ns-19428,TEAM_1,2024-10-28 12:20:22+00:00,2024-10-29 10:53:22+00:00,5,1353,4,66.419,A100,n
run-pipeline-gpu-cvjpr-31086,task,PROJECT_8,ns-12452,TEAM_5,2024-11-03 18:03:22+00:00,2024-11-04 19:51:22+00:00,2,1548,3,47.1978,A100,y
run-pipeline-gpu-ixpql-24951,task,PROJECT_1,ns-27054,TEAM_7,2024-10-22 06:33:22+00:00,2024-10-22 14:34:22+00:00,5,481,4,68.1422,A100,n
run-pipeline-gpu-3lv1m-4251,instance,PROJECT_17,ns-1458,TEAM_10,2024-11-08 11:09:22+00:00,2024-11-08 19:03:22+00:00,6,474,2,33.9256,A100,n
run-pipeline-gpu-9b884-7096,instance,PROJECT_6,ns-7278,TEAM_2,2024-11-11 02:14:22+00:00,2024-11-11 14:41:22+00:00,7,747,5,88.4212,A100,n
run-pipeline-gpu-gtg81-14156,task,PROJECT_17,ns-30423,TEAM_1,2024-10-25 16:02:22+00:00,2024-10-26 18:34:22+00:00,8,1592,2,26.3816,A100,n
run-pipeline-gpu-w4md4-9716,task,PROJECT_9,ns-2902,TEAM_2,2024-10-25 01:06:22+00:00,2024-10-26 06:28:22+00:00,5,1762,5,86.909,A100,n
run-pipeline-gpu-my3f7-25446,task,PROJECT_5,ns-3215,TEAM_9,2024-11-05 16:25:22+00:00,2024-11-05 20:18:22+00:00,1,233,4,68.9957,A100,n
run-pipeline-gpu-c6x6a-32425,instance,PROJECT_8,ns-17041,TEAM_2,2024-11-06 05:18:22+00:00,2024-11-07 06:14:22+00:00,3,1496,4,70.0514,A100,n
run-pipeline-gpu-mwjd3-22927,task,PROJECT_13,ns-29025,TEAM_2,2024-10-22 02:43:22+00:00,2024-10-22 21:18:22+00:00,5,1115,3,52.5599,A100,n
run-pipeline-gpu-akaok-26813,task,PROJECT_5,ns-32056,TEAM_10,2024-10-22 00:59:22+00:00,2024-10-23 14:51:22+00:00,1,2272,3,48.8024,A30,n
