pod,queue_sec,jct_sec
ph-application-1508364558011-27835-8vsqx,2.0,234.0
ph-application-1508364558011-27886-6qsns,238.0,244.0
ph-application-1508364558011-27924-snv9j,3.0,65.0
ph-application-1508364558011-27933-gwvtl,1.0,8.0
ph-application-1508364558011-27953-mtkvw,4.0,46.0
ph-application-1508364558011-27958-7v84q,2.0,9.0
ph-application-1508364558011-28027-55r2q,1.0,7.0
ph-application-1508364558011-28089-qg562,44.0,60.0
ph-application-1508364558011-28094-rfhhm,1.0,7.0
ph-application-1508364558011-28136-wk8mb,4.0,11.0
ph-application-1508364558011-28143-8w84n,3.0,9.0
ph-application-1508364558011-28153-br29z,1.0,7.0
ph-application-1508364558011-28193-klq4x,3.0,10.0
ph-application-1508364558011-28201-db4kt,2.0,8.0
ph-application-1508364558011-28245-cp7hc,5.0,11.0
ph-application-1508364558011-28257-wmpsn,3.0,4.0
ph-application-1508364558011-28272-rbcv5,1.0,7.0
ph-application-1508364558011-28319-cxdxj,4.0,10.0
ph-application-1508364558011-28327-7jxxr,2.0,8.0
ph-application-1508364558011-28399-xgt2k,5.0,11.0
ph-application-1508364558011-28411-fvbcw,3.0,9.0
ph-application-1508364558011-28494-nm6gw,6.0,12.0
ph-application-1508364558011-28499-xjgkm,4.0,10.0
ph-application-1508364558011-28507-cmvfx,204.0,206.0
ph-application-1508364558011-28520-4kl75,202.0,444.0
ph-application-1508364558011-28529-mkn5f,200.0,442.0
ph-application-1508364558011-28545-tdgrz,444.0,445.0
ph-application-1508364558011-28575-dntsm,447.0,499.0
ph-application-1508364558011-28580-wwfbv,2.0,8.0
ph-application-1508364558011-28614-v6dv4,5.0,11.0
ph-application-1508364558011-28621-jn4bz,8.0,14.0
ph-application-1508364558011-28654-lplzt,11.0,17.0
ph-application-1508364558011-28672-w9p9v,493.0,500.0
ph-application-1508364558011-28695-9vk2w,502.0,653.0
ph-application-1508364558011-28711-c4c7j,5.0,11.0
ph-application-1508364558011-28753-rvdpr,653.0,659.0
ph-application-1508364558011-28806-rw989,6.0,7.0
ph-application-1508364558011-28841-24qss,4.0,16.0
ph-application-1508364558011-28939-wnlck,2.0,59.0
ph-application-1508364558011-29004-7c64p,5.0,11.0
ph-application-1508364558011-29010-7sf9c,3.0,10.0
ph-application-1508364558011-29174-75xcz,651.0,772.0
ph-application-1508364558011-29183-qlpln,9.0,16.0
ph-application-1508364558011-29239-297zf,7.0,39.0
ph-application-1508364558011-29284-84mbc,4.0,11.0
ph-application-1508364558011-29493-gg7cv,12.0,48.0
ph-application-1508364558011-29537-k69vz,10.0,16.0
ph-application-1508364558011-29567-5rgk6,18.0,24.0
ph-application-1508364558011-29647-bbhhc,26.0,32.0
ph-application-1508364558011-29741-695wc,29.0,46.0
ph-application-1508364558011-29743-c4xnj,28.0,34.0
ph-application-1508364558011-29797-mk9c6,26.0,37.0
ph-application-1508364558011-29807-l7qjl,24.0,40.0
ph-application-1508364558011-29900-5jbxg,27.0,43.0
ph-application-1508364558011-29911-vfmkc,30.0,91.0
ph-application-1508364558011-29965-q7gbz,28.0,44.0
ph-application-1508364558011-30067-zktkd,31.0,37.0
ph-application-1508364558011-30131-b8gbm,742.0,748.0
ph-application-1508364558011-30135-gnh78,134.0,135.0
ph-application-1508364558011-30180-t5jhw,30.0,36.0
ph-application-1508364558011-30208-mkldc,130.0,131.0
ph-application-1508364558011-30245-m95w4,21.0,27.0
ph-application-1508364558011-30299-nhpg5,29.0,35.0
ph-application-1508364558011-30319-jgtm9,27.0,63.0
ph-application-1508364558011-30343-ccsdz,25.0,31.0
ph-application-1508364558011-30383-xlm5p,28.0,34.0
ph-application-1508364558011-30444-vc5gg,26.0,32.0
ph-application-1508364558011-30456-6pzwc,120.0,122.0
ph-application-1508364558011-30512-5wkml,118.0,150.0
ph-application-1508364558011-30525-z7jgc,117.0,118.0
ph-application-1508364558011-30529-xwp72,119.0,121.0
ph-application-1508364558011-30539-fx4jb,118.0,119.0
ph-application-1508364558011-30563-jct4m,14.0,85.0
ph-application-1508364558011-30573-vvzdw,119.0,120.0
ph-application-1508364558011-30651-8t6xw,117.0,203.0
ph-application-1508364558011-30661-sqqs5,13.0,79.0
ph-application-1508364558011-30697-cmc8v,118.0,119.0
ph-application-1508364558011-30726-bwmj9,121.0,122.0
ph-application-1508364558011-30763-9xbdg,124.0,125.0
ph-application-1508364558011-30770-k99tv,127.0,128.0
ph-application-1508364558011-30782-f2p7w,130.0,132.0
ph-application-1508364558011-30787-b4pf7,128.0,130.0
ph-application-1508364558011-30805-nd42j,126.0,198.0
ph-application-1508364558011-30844-k76c7,2.0,18.0
ph-application-1508364558011-30878-gkrpz,0.0,6.0
ph-application-1508364558011-30884-dkp7l,3.0,9.0
ph-application-1508364558011-30982-qvd98,6.0,17.0
ph-application-1508364558011-31071-w2q5c,9.0,20.0
ph-application-1508364558011-31134-tzd8h,12.0,18.0
ph-application-1508364558011-31151-6prch,15.0,27.0
ph-application-1508364558011-31208-4szlg,13.0,25.0
ph-application-1508364558011-31210-96shb,16.0,28.0
ph-application-1508364558011-31239-k4r5z,25.0,31.0
ph-application-1508364558011-31435-t8pwt,13.0,19.0
ph-application-1508364558011-31615-7tdb4,16.0,22.0
ph-application-1508364558011-31714-dkfz2,677.0,873.0
ph-application-1508364558011-31847-9b7km,98.0,100.0
ph-application-1508364558011-31851-9km87,15.0,21.0
ph-application-1508364558011-31856-dxt9j,95.0,171.0
ph-application-1508364558011-31873-tgdq6,16.0,32.0
ph-application-1508364558011-31888-88ldc,95.0,96.0
ph-application-1508364558011-31895-dsqkv,12.0,18.0
ph-application-1508364558011-31921-7ppw4,91.0,158.0
ph-application-1508364558011-31983-pbp7w,89.0,146.0
ph-application-1508364558011-32007-pl58q,92.0,93.0
ph-application-1508364558011-32064-w88wb,9.0,15.0
ph-application-1508364558011-32069-7xjw2,93.0,94.0
ph-application-1508364558011-32174-jbkth,96.0,98.0
ph-application-1508364558011-32219-j5wvt,100.0,101.0
