pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-yyzcl-12712,task,PROJECT_3,ns-32589,TEAM_10,2024-09-02 14:31:36+00:00,2024-09-04 08:02:36+00:00,8,2491,5,82.2266,A100,n
run-pipeline-gpu-3u85y-31301,task,PROJECT_12,ns-2525,TEAM_5,2024-09-06 04:19:36+00:00,2024-09-08 19:09:36+00:00,7,3770,3,57.2616,A100,y
run-pipeline-gpu-pm53z-17917,task,PROJECT_4,ns-15858,TEAM_4,2024-09-13 14:12:36+00:00,2024-09-14 09:14:36+00:00,3,1142,2,24.7928,A30,n
run-pipeline-gpu-km18s-23100,instance,PROJECT_15,ns-3984,TEAM_8,2024-09-09 09:49:36+00:00,2024-09-10 11:31:36+00:00,5,1542,5,95.9723,A100,n
run-pipeline-gpu-8jgta-28725,task,PROJECT_18,ns-10115,TEAM_5,2024-09-07 07:19:36+00:00,2024-09-09 05:25:36+00:00,6,2766,5,80.3769,A100,y
run-pipeline-gpu-mczok-2379,task,PROJECT_6,ns-4547,TEAM_10,2024-08-30 13:42:36+00:00,2024-09-03 18:26:36+00:00,2,6044,3,50.3246,A30,y
run-pipeline-gpu-5s49l-28042,instance,PROJECT_13,ns-30202,TEAM_3,2024-09-01 02:36:36+00:00,2024-09-02 20:03:36+00:00,2,2487,3,51.9586,A100,n
run-pipeline-gpu-wk7xp-3426,task,PROJECT_14,ns-26745,TEAM_7,2024-09-16 19:10:36+00:00,2024-09-17 15:51:36+00:00,6,1241,2,34.8733,A100,n
run-pipeline-gpu-vxkgq-1854,task,PROJECT_13,ns-12576,TEAM_3,2024-09-04 07:18:36+00:00,2024-09-04 18:02:36+00:00,4,644,2,37.071,A100,n
run-pipeline-gpu-oqlp8-23224,task,PROJECT_13,ns-14086,TEAM_9,2024-09-12 22:24:36+00:00,2024-09-14 20:14:36+00:00,6,2750,4,73.0332,A100,n
run-pipeline-gpu-9fuhd-11885,task,PROJECT_17,ns-25315,TEAM_8,2024-09-10 05:05:36+00:00,2024-09-10 15:53:36+00:00,4,648,2,21.2654,A30,y
run-pipeline-gpu-2dk54-19139,task,PROJECT_19,ns-3975,TEAM_5,2024-09-07 13:25:36+00:00,2024-09-09 05:52:36+00:00,7,2427,3,51.5569,A100,y
run-pipeline-gpu-s56s6-23330,task,PROJECT_12,ns-22248,TEAM_6,2024-09-08 00:01:36+00:00,2024-09-08 15:25:36+00:00,6,924,5,86.4596,A100,y
run-pipeline-gpu-fln5n-30826,task,PROJECT_20,ns-909,TEAM_7,2024-08-30 23:16:36+00:00,2024-08-31 03:55:36+00:00,4,279,3,57.2726,A100,y
run-pipeline-gpu-yrot6-17070,instance,PROJECT_8,ns-31069,TEAM_5,2024-08-29 20:41:36+00:00,2024-08-30 05:33:36+00:00,4,532,2,26.2762,A100,n
run-pipeline-gpu-53dgr-13690,task,PROJECT_13,ns-22041,TEAM_6,2024-09-13 18:49:36+00:00,2024-09-14 00:41:36+00:00,4,352,4,75.2739,A30,y
run-pipeline-gpu-4hqiz-14645,task,PROJECT_5,ns-10513,TEAM_2,2024-08-30 12:32:36+00:00,2024-08-31 22:11:36+00:00,7,2019,3,56.0615,A100,y
run-pipeline-gpu-9jgh7-3416,instance,PROJECT_16,ns-17102,TEAM_5,2024-09-10 06:55:36+00:00,2024-09-12 11:08:36+00:00,4,3133,2,25.7237,A100,n
run-pipeline-gpu-6ha5y-21131,task,PROJECT_14,ns-4296,TEAM_4,2024-08-28 03:34:36+00:00,2024-08-29 18:29:36+00:00,4,2335,4,71.8795,A100,n
run-pipeline-gpu-tzgyb-2294,task,PROJECT_20,ns-3683,TEAM_2,2024-09-09 23:19:36+00:00,2024-09-10 17:43:36+00:00,2,1104,4,68.0449,A30,n
run-pipeline-gpu-cch8t-5695,task,PROJECT_1,ns-23497,TEAM_4,2024-09-02 07:06:36+00:00,2024-09-03 20:42:36+00:00,4,2256,2,31.5368,A30,n
run-pipeline-gpu-4md4i-10249,task,PROJECT_20,ns-21591,TEAM_4,2024-09-17 23:21:36+00:00,2024-09-19 15:18:36+00:00,2,2397,4,78.8827,A100,n
run-pipeline-gpu-zdkae-23286,task,PROJECT_4,ns-22969,TEAM_4,2024-09-16 20:04:36+00:00,2024-09-17 01:09:36+00:00,8,305,3,41.5391,A100,n
run-pipeline-gpu-bfqwv-17274,instance,PROJECT_6,ns-17898,TEAM_5,2024-09-14 10:12:36+00:00,2024-09-15 08:30:36+00:00,7,1338,2,39.4638,A100,n
run-pipeline-gpu-ebyjz-7419,task,PROJECT_15,ns-26030,TEAM_9,2024-08-29 04:28:36+00:00,2024-08-30 20:42:36+00:00,3,2414,4,64.4353,A100,n
run-pipeline-gpu-qw8hr-19738,instance,PROJECT_7,ns-20041,TEAM_6,2024-09-04 01:45:36+00:00,2024-09-05 09:53:36+00:00,3,1928,3,51.6866,A30,n
run-pipeline-gpu-voaaf-25621,task,PROJECT_17,ns-9340,TEAM_2,2024-08-31 05:40:36+00:00,2024-08-31 23:01:36+00:00,6,1041,2,38.7639,A100,y
run-pipeline-gpu-bmon6-8347,instance,PROJECT_10,ns-20489,TEAM_10,2024-09-16 02:47:36+00:00,2024-09-17 19:03:36+00:00,8,2416,2,33.518,A100,n
run-pipeline-gpu-p26tt-3225,task,PROJECT_2,ns-28243,TEAM_3,2024-09-04 22:13:36+00:00,2024-09-06 05:42:36+00:00,5,1889,4,78.5247,A100,n
run-pipeline-gpu-2y737-22973,instance,PROJECT_2,ns-28632,TEAM_6,2024-09-07 20:15:36+00:00,2024-09-08 03:52:36+00:00,6,457,2,35.4419,A100,n
run-pipeline-gpu-yacxj-1985,task,PROJECT_6,ns-30605,TEAM_4,2024-08-29 06:48:36+00:00,2024-08-29 10:45:36+00:00,7,237,4,71.5721,A100,n
run-pipeline-gpu-pvqvw-25542,task,PROJECT_17,ns-8303,TEAM_2,2024-09-16 10:31:36+00:00,2024-09-16 21:46:36+00:00,2,675,4,74.468,A30,n
run-pipeline-gpu-tzl8h-26429,task,PROJECT_14,ns-3266,TEAM_7,2024-09-09 18:29:36+00:00,2024-09-09 20:27:36+00:00,5,118,4,71.4205,A100,n
run-pipeline-gpu-l50jy-13877,instance,PROJECT_14,ns-25548,TEAM_6,2024-09-09 11:56:36+00:00,2024-09-10 02:51:36+00:00,2,895,3,58.8669,A30,n
run-pipeline-gpu-m6jna-18440,task,PROJECT_5,ns-30238,TEAM_2,2024-09-05 08:47:36+00:00,2024-09-07 05:49:36+00:00,4,2702,3,45.5348,A100,y
run-pipeline-gpu-cumxx-29367,task,PROJECT_20,ns-30111,TEAM_8,2024-09-08 18:41:36+00:00,2024-09-10 18:22:36+00:00,3,2861,4,76.8668,A100,n
run-pipeline-gpu-h7mpm-28797,task,PROJECT_11,ns-22004,TEAM_1,2024-09-11 19:34:36+00:00,2024-09-12 03:02:36+00:00,5,448,2,29.0672,A100,n
run-pipeline-gpu-1kgm3-22619,task,PROJECT_7,ns-21251,TEAM_3,2024-08-27 11:17:36+00:00,2024-08-27 18:14:36+00:00,7,417,2,35.3676,A100,y
run-pipeline-gpu-s1ywp-13739,task,PROJECT_2,ns-5780,TEAM_2,2024-09-04 20:50:36+00:00,2024-09-06 02:46:36+00:00,6,1796,4,60.5366,A100,n
run-pipeline-gpu-636li-16387,instance,PROJECT_7,ns-21359,TEAM_6,2024-09-03 07:09:36+00:00,2024-09-03 18:08:36+00:00,7,659,2,35.7953,A100,y
run-pipeline-gpu-qkzlk-31718,instance,PROJECT_10,ns-15195,TEAM_3,2024-09-04 10:50:36+00:00,2024-09-04 21:36:36+00:00,6,646,4,74.597,A100,n
run-pipeline-gpu-un5s4-5660,task,PROJECT_20,ns-18156,TEAM_9,2024-09-07 16:24:36+00:00,2024-09-10 05:07:36+00:00,5,3643,3,47.5239,A100,y
run-pipeline-gpu-n6yfu-26272,instance,PROJECT_6,ns-10506,TEAM_1,2024-09-17 01:35:36+00:00,2024-09-17 15:44:36+00:00,3,849,3,42.9502,A30,n
run-pipeline-gpu-ilipe-1423,task,PROJECT_13,ns-19849,TEAM_1,2024-09-10 20:34:36+00:00,2024-09-13 12:14:36+00:00,6,3820,5,80.8432,A100,n
run-pipeline-gpu-v5u7e-2936,task,PROJECT_10,ns-14681,TEAM_3,2024-09-13 20:38:36+00:00,2024-09-15 08:39:36+00:00,8,2161,4,70.6509,A100,n
run-pipeline-gpu-0imus-18424,task,PROJECT_9,ns-23565,TEAM_5,2024-09-07 04:30:36+00:00,2024-09-08 13:34:36+00:00,5,1984,4,76.9266,A100,n
run-pipeline-gpu-0hms2-15505,task,PROJECT_10,ns-11724,TEAM_4,2024-08-28 21:58:36+00:00,2024-08-29 19:19:36+00:00,1,1281,3,52.909,A30,n
run-pipeline-gpu-d0jgb-20246,task,PROJECT_14,ns-8685,TEAM_7,2024-09-02 11:02:36+00:00,2024-09-03 20:08:36+00:00,3,1986,2,29.9732,A30,n
run-pipeline-gpu-s6qgi-15910,task,PROJECT_3,ns-21958,TEAM_9,2024-09-02 06:23:36+00:00,2024-09-04 20:14:36+00:00,4,3711,2,35.2327,A100,n
run-pipeline-gpu-9oi5z-15236,task,PROJECT_7,ns-17534,TEAM_5,2024-08-27 01:38:36+00:00,2024-08-28 06:50:36+00:00,8,1752,5,92.8261,A100,n
run-pipeline-gpu-xosla-31579,instance,PROJECT_2,ns-31709,TEAM_7,2024-09-17 12:34:36+00:00,2024-09-20 10:09:36+00:00,4,4175,2,22.709,A100,y
run-pipeline-gpu-q73oy-21672,task,PROJECT_12,ns-9068,TEAM_4,2024-09-08 11:23:36+00:00,2024-09-09 09:47:36+00:00,3,1344,5,92.9509,A100,y
run-pipeline-gpu-is0qh-3671,task,PROJECT_19,ns-28270,TEAM_1,2024-09-02 04:04:36+00:00,2024-09-03 19:02:36+00:00,4,2338,3,41.1043,A100,n
run-pipeline-gpu-t8uh5-30185,task,PROJECT_19,ns-6764,TEAM_5,2024-09-09 04:49:36+00:00,2024-09-11 02:47:36+00:00,4,2758,3,40.94,A100,n
run-pipeline-gpu-5gmg7-12177,task,PROJECT_7,ns-14194,TEAM_4,2024-08-28 23:05:36+00:00,2024-08-31 09:39:36+00:00,8,3514,4,65.1107,A100,n
run-pipeline-gpu-lqqdf-9509,task,PROJECT_10,ns-29743,TEAM_4,2024-09-09 21:27:36+00:00,2024-09-11 22:38:36+00:00,7,2951,5,89.2015,A100,y
run-pipeline-gpu-2z7yk-24680,instance,PROJECT_20,ns-22416,TEAM_10,2024-09-17 04:44:36+00:00,2024-09-18 21:30:36+00:00,4,2446,4,60.8818,A100,n
run-pipeline-gpu-eov7r-18019,task,PROJECT_19,ns-663,TEAM_4,2024-08-27 03:15:36+00:00,2024-08-27 06:58:36+00:00,5,223,4,66.031,A100,n
run-pipeline-gpu-kqigy-25846,task,PROJECT_8,ns-6260,TEAM_8,2024-09-08 02:14:36+00:00,2024-09-09 05:06:36+00:00,7,1612,3,50.1484,A100,n
run-pipeline-gpu-4xjra-8390,task,PROJECT_12,ns-4142,TEAM_3,2024-09-13 11:16:36+00:00,2024-09-15 04:12:36+00:00,5,2456,3,47.7401,A100,n
