pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-pgm53-28635,task,PROJECT_5,ns-16136,TEAM_7,2024-06-16 01:48:28+00:00,2024-06-17 07:44:28+00:00,4,1796,4,61,A100,n
run-pipeline-gpu-j8qfk-7456,instance,PROJECT_9,ns-26116,TEAM_7,2024-06-28 07:23:28+00:00,2024-06-29 14:13:28+00:00,3,1850,3,48,A100,n
run-pipeline-gpu-rydqp-9879,task,PROJECT_2,ns-25191,TEAM_8,2024-06-21 21:44:28+00:00,2024-06-23 03:18:28+00:00,1,1774,3,48,A100,n
run-pipeline-gpu-q0u24-15950,task,PROJECT_19,ns-9231,TEAM_9,2024-06-25 16:48:28+00:00,2024-06-26 22:52:28+00:00,2,1804,3,47,A100,y
run-pipeline-gpu-aswru-1558,task,PROJECT_19,ns-22622,TEAM_4,2024-06-30 11:19:28+00:00,2024-07-01 17:12:28+00:00,5,1793,4,60,A100,y
run-pipeline-gpu-v0e7l-26271,task,PROJECT_12,ns-31056,TEAM_4,2024-07-05 18:20:28+00:00,2024-07-06 23:28:28+00:00,5,1748,3,51,A100,y
run-pipeline-gpu-wfhe9-29728,instance,PROJECT_8,ns-31284,TEAM_4,2024-06-14 09:52:28+00:00,2024-06-15 16:13:28+00:00,6,1821,3,41,A100,n
run-pipeline-gpu-kxt1h-26048,instance,PROJECT_10,ns-27722,TEAM_7,2024-06-28 21:20:28+00:00,2024-06-30 04:15:28+00:00,5,1855,3,57,A100,n
run-pipeline-gpu-1p72z-3172,task,PROJECT_2,ns-9442,TEAM_10,2024-06-13 12:00:28+00:00,2024-06-14 19:09:28+00:00,3,1869,4,60,A100,n
run-pipeline-gpu-bzcih-24200,task,PROJECT_15,ns-8110,TEAM_3,2024-06-25 16:45:28+00:00,2024-06-26 23:37:28+00:00,2,1852,3,45,A100,n
run-pipeline-gpu-8avsn-27213,task,PROJECT_20,ns-23394,TEAM_5,2024-07-03 06:33:28+00:00,2024-07-04 13:22:28+00:00,1,1849,2,38,A30,n
run-pipeline-gpu-1a0es-7146,task,PROJECT_5,ns-5078,TEAM_1,2024-07-04 08:09:28+00:00,2024-07-05 14:53:28+00:00,8,1844,3,49,A100,n
run-pipeline-gpu-8koqs-5653,instance,PROJECT_16,ns-21575,TEAM_10,2024-07-05 03:16:28+00:00,2024-07-06 09:21:28+00:00,3,1805,3,55,A30,n
run-pipeline-gpu-2f3vs-11051,task,PROJECT_3,ns-13682,TEAM_6,2024-06-14 04:44:28+00:00,2024-06-15 10:44:28+00:00,5,1800,4,60,A100,n
run-pipeline-gpu-x321s-10520,task,PROJECT_15,ns-1679,TEAM_10,2024-06-23 04:09:28+00:00,2024-06-24 09:41:28+00:00,6,1772,3,42,A100,y
run-pipeline-gpu-0qpmt-28501,task,PROJECT_15,ns-28034,TEAM_8,2024-06-27 06:35:28+00:00,2024-06-28 13:33:28+00:00,2,1858,3,41,A100,y
run-pipeline-gpu-r6nfw-32108,task,PROJECT_7,ns-2487,TEAM_3,2024-06-20 18:39:28+00:00,2024-06-22 01:20:28+00:00,4,1841,3,59,A100,n
run-pipeline-gpu-h6ibg-8684,instance,PROJECT_17,ns-9861,TEAM_5,2024-06-23 21:35:28+00:00,2024-06-25 04:38:28+00:00,3,1863,3,41,A100,y
run-pipeline-gpu-z8yeu-31920,instance,PROJECT_8,ns-23822,TEAM_5,2024-06-24 04:37:28+00:00,2024-06-25 10:43:28+00:00,7,1806,3,50,A100,n
run-pipeline-gpu-ilm4d-29920,task,PROJECT_15,ns-31472,TEAM_6,2024-07-05 07:09:28+00:00,2024-07-06 13:27:28+00:00,1,1818,3,54,A100,n
run-pipeline-gpu-0qwr3-25122,task,PROJECT_1,ns-27211,TEAM_5,2024-06-14 21:28:28+00:00,2024-06-16 03:20:28+00:00,2,1792,3,56,A100,n
run-pipeline-gpu-y90ef-18884,instance,PROJECT_5,ns-227,TEAM_2,2024-06-22 10:16:28+00:00,2024-06-23 15:12:28+00:00,5,1736,3,50,A100,n
run-pipeline-gpu-8pkru-1013,task,PROJECT_16,ns-22371,TEAM_8,2024-06-27 15:55:28+00:00,2024-06-28 22:20:28+00:00,1,1825,3,49,A100,y
run-pipeline-gpu-8near-12863,task,PROJECT_7,ns-26392,TEAM_6,2024-06-18 05:51:28+00:00,2024-06-19 10:49:28+00:00,6,1738,3,44,A100,n
run-pipeline-gpu-3e29j-30689,task,PROJECT_13,ns-31637,TEAM_6,2024-06-29 06:22:28+00:00,2024-06-30 13:09:28+00:00,2,1847,2,39,A30,n
run-pipeline-gpu-tbwva-11712,task,PROJECT_10,ns-22300,TEAM_10,2024-06-18 00:58:28+00:00,2024-06-19 06:38:28+00:00,5,1780,3,46,A100,n
run-pipeline-gpu-kpjn0-9980,task,PROJECT_12,ns-3016,TEAM_2,2024-06-24 22:53:28+00:00,2024-06-26 03:25:28+00:00,4,1712,4,60,A30,n
run-pipeline-gpu-s3kzo-22647,instance,PROJECT_4,ns-20675,TEAM_9,2024-07-02 21:38:28+00:00,2024-07-04 03:09:28+00:00,4,1771,3,46,A100,y
run-pipeline-gpu-7fco4-9418,instance,PROJECT_20,ns-21015,TEAM_6,2024-06-24 01:08:28+00:00,2024-06-25 06:22:28+00:00,5,1754,3,57,A100,n
run-pipeline-gpu-6ry7y-32641,task,PROJECT_3,ns-29398,TEAM_2,2024-06-27 07:23:28+00:00,2024-06-28 13:53:28+00:00,6,1830,3,51,A100,y
run-pipeline-gpu-qvtph-23953,task,PROJECT_18,ns-1195,TEAM_5,2024-06-29 10:56:28+00:00,2024-06-30 17:41:28+00:00,2,1845,3,53,A30,n
run-pipeline-gpu-plwua-20067,task,PROJECT_12,ns-25872,TEAM_7,2024-06-29 01:57:28+00:00,2024-06-30 08:23:28+00:00,2,1826,3,53,A100,n
run-pipeline-gpu-kwrkp-28655,task,PROJECT_1,ns-4041,TEAM_3,2024-07-05 04:59:28+00:00,2024-07-06 10:19:28+00:00,3,1760,3,58,A100,n
run-pipeline-gpu-w1k25-2490,task,PROJECT_7,ns-22346,TEAM_8,2024-06-27 22:02:28+00:00,2024-06-29 04:27:28+00:00,6,1825,3,54,A100,y
run-pipeline-gpu-6f46s-17840,task,PROJECT_4,ns-26413,TEAM_4,2024-06-22 16:54:28+00:00,2024-06-23 21:44:28+00:00,5,1730,3,48,A100,n
run-pipeline-gpu-wcgap-2866,task,PROJECT_2,ns-18931,TEAM_1,2024-07-02 22:09:28+00:00,2024-07-04 05:05:28+00:00,2,1856,3,52,A100,y
run-pipeline-gpu-qjdpx-16346,task,PROJECT_17,ns-12951,TEAM_3,2024-06-18 02:07:28+00:00,2024-06-19 08:13:28+00:00,4,1806,3,49,A100,n
run-pipeline-gpu-x61qd-29365,task,PROJECT_14,ns-5059,TEAM_7,2024-06-21 00:36:28+00:00,2024-06-22 07:25:28+00:00,2,1849,3,53,A30,n
run-pipeline-gpu-tdld5-2570,task,PROJECT_4,ns-27044,TEAM_10,2024-06-14 11:53:28+00:00,2024-06-15 17:55:28+00:00,1,1802,4,63,A30,n
run-pipeline-gpu-vh84x-16614,instance,PROJECT_14,ns-22705,TEAM_1,2024-06-28 09:11:28+00:00,2024-06-29 16:15:28+00:00,5,1864,3,48,A100,n
run-pipeline-gpu-xgtpf-26884,task,PROJECT_12,ns-13024,TEAM_1,2024-07-05 00:19:28+00:00,2024-07-06 05:28:28+00:00,5,1749,3,43,A100,n
run-pipeline-gpu-0biee-20175,instance,PROJECT_14,ns-26147,TEAM_1,2024-06-20 09:37:28+00:00,2024-06-21 16:21:28+00:00,4,1844,3,50,A100,n
run-pipeline-gpu-0awex-6278,instance,PROJECT_9,ns-6682,TEAM_7,2024-07-01 09:44:28+00:00,2024-07-02 14:16:28+00:00,5,1712,3,46,A100,n
run-pipeline-gpu-eu21q-22231,task,PROJECT_6,ns-10341,TEAM_7,2024-06-19 17:45:28+00:00,2024-06-21 00:16:28+00:00,3,1831,3,47,A100,n
run-pipeline-gpu-7jwfi-3167,task,PROJECT_10,ns-29177,TEAM_8,2024-06-15 09:20:28+00:00,2024-06-16 15:03:28+00:00,1,1783,3,54,A100,y
run-pipeline-gpu-9ach7-759,instance,PROJECT_12,ns-11613,TEAM_10,2024-06-24 13:41:28+00:00,2024-06-25 20:37:28+00:00,2,1856,3,51,A30,n
run-pipeline-gpu-6r9ch-10430,task,PROJECT_16,ns-29901,TEAM_4,2024-06-18 18:46:28+00:00,2024-06-20 01:07:28+00:00,7,1821,4,61,A100,n
run-pipeline-gpu-pjnll-13358,task,PROJECT_2,ns-26750,TEAM_4,2024-06-18 09:59:28+00:00,2024-06-19 16:13:28+00:00,2,1814,4,61,A100,y
run-pipeline-gpu-7iuze-17869,task,PROJECT_3,ns-30887,TEAM_1,2024-07-04 18:35:28+00:00,2024-07-06 01:14:28+00:00,8,1839,3,40,A100,n
run-pipeline-gpu-89vk5-30515,task,PROJECT_20,ns-11259,TEAM_4,2024-06-16 17:08:28+00:00,2024-06-17 22:48:28+00:00,1,1780,3,57,A30,y
run-pipeline-gpu-h7pmn-4734,task,PROJECT_20,ns-19117,TEAM_7,2024-06-16 17:19:28+00:00,2024-06-17 23:52:28+00:00,5,1833,3,59,A100,n
run-pipeline-gpu-wt0d8-23147,task,PROJECT_17,ns-2879,TEAM_3,2024-06-27 08:27:28+00:00,2024-06-28 16:15:28+00:00,2,1908,3,53,A100,n
run-pipeline-gpu-6u7zd-10918,task,PROJECT_20,ns-1448,TEAM_1,2024-06-22 19:18:28+00:00,2024-06-24 01:37:28+00:00,2,1819,3,57,A100,n
run-pipeline-gpu-fpusw-6427,task,PROJECT_20,ns-6810,TEAM_1,2024-06-25 18:45:28+00:00,2024-06-27 01:59:28+00:00,4,1874,3,46,A30,n
run-pipeline-gpu-k5bez-29769,instance,PROJECT_15,ns-30689,TEAM_3,2024-06-26 05:50:28+00:00,2024-06-27 11:50:28+00:00,3,1800,3,48,A100,n
run-pipeline-gpu-rqfh1-20447,task,PROJECT_10,ns-16445,TEAM_10,2024-06-16 12:55:28+00:00,2024-06-17 20:02:28+00:00,3,1867,3,54,A100,y
run-pipeline-gpu-wdyp6-6197,instance,PROJECT_7,ns-27691,TEAM_2,2024-06-28 11:38:28+00:00,2024-06-29 19:23:28+00:00,4,1905,3,48,A100,n
run-pipeline-gpu-nc9t3-11868,task,PROJECT_14,ns-2665,TEAM_6,2024-06-20 12:43:28+00:00,2024-06-21 18:35:28+00:00,4,1792,3,48,A100,y
run-pipeline-gpu-4sgp3-10707,task,PROJECT_18,ns-27202,TEAM_9,2024-06-17 04:13:28+00:00,2024-06-18 09:21:28+00:00,7,1748,3,58,A100,y
run-pipeline-gpu-qivy7-23090,task,PROJECT_12,ns-16100,TEAM_9,2024-07-01 05:01:28+00:00,2024-07-02 09:57:28+00:00,3,1736,3,58,A100,n
run-pipeline-gpu-n6m3i-21051,task,PROJECT_15,ns-16980,TEAM_4,2024-06-21 00:02:28+00:00,2024-06-22 06:10:28+00:00,1,1808,3,49,A100,n
