pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-5w0kq-15877,task,PROJECT_11,ns-28727,TEAM_10,2024-06-22 19:27:14+00:00,2024-06-25 14:01:35+00:00,1,3994,4,74.2884,A30,y
run-pipeline-gpu-5gh40-31937,task,PROJECT_8,ns-5393,TEAM_7,2024-07-02 15:53:14+00:00,2024-07-05 01:01:46+00:00,2,3428,5,87.1466,A100,n
run-pipeline-gpu-6ciaa-3435,task,PROJECT_1,ns-21191,TEAM_6,2024-06-27 10:58:14+00:00,2024-06-29 05:19:39+00:00,5,2541,2,23.5726,A100,n
run-pipeline-gpu-1lqdz-30651,task,PROJECT_16,ns-27122,TEAM_6,2024-06-13 05:06:14+00:00,2024-06-14 14:42:45+00:00,5,2016,4,62.0492,A100,y
run-pipeline-gpu-llhzn-10404,task,PROJECT_15,ns-19963,TEAM_7,2024-06-13 05:29:14+00:00,2024-06-14 09:16:36+00:00,2,1667,4,63.0615,A30,n
run-pipeline-gpu-ol40l-26504,task,PROJECT_12,ns-4799,TEAM_3,2024-06-25 17:48:14+00:00,2024-06-26 22:17:06+00:00,2,1708,3,57.5931,A100,n
run-pipeline-gpu-36pge-11788,task,PROJECT_9,ns-8447,TEAM_6,2024-06-13 18:55:14+00:00,2024-06-16 03:58:31+00:00,1,3423,5,94.2282,A100,n
run-pipeline-gpu-j5zvr-1246,task,PROJECT_10,ns-18643,TEAM_7,2024-06-25 18:05:14+00:00,2024-06-26 12:11:35+00:00,6,1086,3,56.0053,A100,n
run-pipeline-gpu-yo3p3-30447,task,PROJECT_19,ns-185,TEAM_6,2024-07-01 13:46:14+00:00,2024-07-02 17:27:15+00:00,6,1661,3,55.809,A100,n
run-pipeline-gpu-fy3qj-7653,task,PROJECT_7,ns-6400,TEAM_3,2024-06-21 22:14:14+00:00,2024-06-22 20:19:05+00:00,4,1324,5,80.1007,A100,n
run-pipeline-gpu-4wznr-3548,task,PROJECT_9,ns-13975,TEAM_7,2024-06-14 18:19:14+00:00,2024-06-16 03:33:57+00:00,2,1994,4,65.7879,A30,n
run-pipeline-gpu-nl9wy-19368,task,PROJECT_4,ns-21896,TEAM_4,2024-06-17 06:58:14+00:00,2024-06-19 10:10:22+00:00,2,3072,4,63.7902,A100,n
run-pipeline-gpu-ye0m9-20537,task,PROJECT_7,ns-12969,TEAM_3,2024-06-29 18:04:14+00:00,2024-07-02 18:46:17+00:00,7,4362,3,43.1593,A100,n
