gpu_server0,8,a100
gpu_server1,8,a100
gpu_server2,8,a100
gpu_server3,8,a100
gpu_server4,8,a100
gpu_server5,8,a100
gpu_server6,8,a100
gpu_server7,8,a100
gpu_server8,8,a100
gpu_server9,8,a100
gpu_server10,8,a100
gpu_server11,8,a100
gpu_server12,8,a100
gpu_server13,8,a100
gpu_server14,8,a100
gpu_server15,8,a100
gpu_server16,8,a100
gpu_server17,8,a100
gpu_server18,8,a100
gpu_server19,8,a100
gpu_server20,8,a100
gpu_server21,8,a100
gpu_server22,8,a100
gpu_server23,8,a100
gpu_server24,8,a100
gpu_server25,8,a100
gpu_server26,8,a100
gpu_server27,8,a100
gpu_server28,8,a100
gpu_server29,8,a100
gpu_server30,8,a100
gpu_server31,8,a100
gpu_server32,8,a100
gpu_server33,8,a100
gpu_server34,8,a100
gpu_server35,8,a100
gpu_server36,8,a100
gpu_server37,8,a100
gpu_server38,8,a100
gpu_server39,8,a100
gpu_server40,8,a100
gpu_server41,8,a100
gpu_server42,8,a100
gpu_server43,8,a100
gpu_server44,8,a100
gpu_server45,8,a100
gpu_server46,8,a100
gpu_server47,8,a100
gpu_server48,8,a100
gpu_server49,8,a100
gpu_server50,8,a100
gpu_server51,8,a100
gpu_server52,8,a100
gpu_server53,8,a100
gpu_server54,8,a100
gpu_server55,8,a100
gpu_server56,8,a100
gpu_server57,8,a100
gpu_server58,8,a100
gpu_server59,8,a100
gpu_server60,8,a100
gpu_server61,8,a100
gpu_server62,8,a100
gpu_server63,8,a100
gpu_server64,8,a100
gpu_server65,8,a100
gpu_server66,8,a100
gpu_server67,8,a100
gpu_server68,8,a100
gpu_server69,8,a100
gpu_server70,8,a100
gpu_server71,8,a100
gpu_server72,8,a100
gpu_server73,8,a100
gpu_server74,8,a100
gpu_server75,8,a100
gpu_server76,8,a100
gpu_server77,8,a100
gpu_server78,8,a100
gpu_server79,8,a100
gpu_server80,8,a100
gpu_server81,8,a100
gpu_server82,8,a100
gpu_server83,8,a100
gpu_server84,8,a100
gpu_server85,8,a100
gpu_server86,8,a100
gpu_server87,8,a100
gpu_server88,8,a100
gpu_server89,8,a100
gpu_server90,8,a100
gpu_server91,8,a100
gpu_server92,8,a100
gpu_server93,8,a100
gpu_server94,8,a100
gpu_server95,8,a100
gpu_server96,8,a100
gpu_server97,8,a100
gpu_server98,8,a100
gpu_server99,8,a100
gpu_server100,8,a100
gpu_server101,8,a100
gpu_server102,8,a100
gpu_server103,8,a100
gpu_server104,8,a100
gpu_server105,8,a100
gpu_server106,8,a100
gpu_server107,8,a100
gpu_server108,8,a100
gpu_server109,8,a100
gpu_server110,8,a100
gpu_server111,8,a100
gpu_server112,8,a100
gpu_server113,8,a100
gpu_server114,8,a100
gpu_server115,8,a100
gpu_server116,8,a100
gpu_server117,8,a100
gpu_server118,8,a100
gpu_server119,8,a100
gpu_server120,8,a100
gpu_server121,8,a100
gpu_server122,8,a100
gpu_server123,8,a100
gpu_server124,8,a100
gpu_server125,8,a100
gpu_server126,8,a100
gpu_server127,8,a100
gpu_server128,8,a100
gpu_server129,8,a100
gpu_server130,8,a100
gpu_server131,8,a100
gpu_server132,8,a100
gpu_server133,8,a100
gpu_server134,8,a100
gpu_server135,8,a100
gpu_server136,8,a100
gpu_server137,8,a100
gpu_server138,8,a100
gpu_server139,8,a100
gpu_server140,8,a100
gpu_server141,8,a100
gpu_server142,8,a100
gpu_server143,8,a100
gpu_server144,8,a100
gpu_server145,8,a100
gpu_server146,8,a100
gpu_server147,8,a100
gpu_server148,8,a100
gpu_server149,8,a100
gpu_server150,8,a100
gpu_server151,8,a100
gpu_server152,8,a100
gpu_server153,8,a100
gpu_server154,8,a100
gpu_server155,8,a100
gpu_server156,8,a100
gpu_server157,8,a100
gpu_server158,8,a100
gpu_server159,8,a100
gpu_server160,8,a100
gpu_server161,8,a100
gpu_server162,8,a100
gpu_server163,8,a100
gpu_server164,8,a100
gpu_server165,8,a100
gpu_server166,8,a100
gpu_server167,8,a100
gpu_server168,8,a100
gpu_server169,8,a100
gpu_server170,8,a100
gpu_server171,8,a100
gpu_server172,8,a100
gpu_server173,8,a100
gpu_server174,8,a100
gpu_server175,8,a100
gpu_server176,8,a100
gpu_server177,8,a100
gpu_server178,8,a100
gpu_server179,8,a100
gpu_server180,8,a100
gpu_server181,8,a100
gpu_server182,8,a100
gpu_server183,8,a100
gpu_server184,8,a100
gpu_server185,8,a100
gpu_server186,8,a100
gpu_server187,8,a100
gpu_server188,8,a100
gpu_server189,8,a100
gpu_server190,8,a100
gpu_server191,8,a100
gpu_server192,8,a100
gpu_server193,8,a100
gpu_server194,8,a100
gpu_server195,8,a100
gpu_server196,8,a100
gpu_server197,8,a100
gpu_server198,8,a100
gpu_server199,8,a100
gpu_server200,8,a100
gpu_server201,8,a100
gpu_server202,8,a100
gpu_server203,8,a100
gpu_server204,8,a100
gpu_server205,8,a100
gpu_server206,8,a100
gpu_server207,8,a100
gpu_server208,8,a100
gpu_server209,8,a100
gpu_server210,8,a100
gpu_server211,8,a100
gpu_server212,8,a100
gpu_server213,8,a100
gpu_server214,8,a100
gpu_server215,8,a100
gpu_server216,8,a100
gpu_server217,8,a100
gpu_server218,8,a100
gpu_server219,8,a100
gpu_server220,8,a100
gpu_server221,8,a100
gpu_server222,8,a100
gpu_server223,8,a100
gpu_server224,8,a100
gpu_server225,8,a100
gpu_server226,8,a100
gpu_server227,8,a100
gpu_server228,8,a100
gpu_server229,8,a100
gpu_server230,8,a100
gpu_server231,8,a100
gpu_server232,8,a100
gpu_server233,8,a100
gpu_server234,8,a100
gpu_server235,8,a100
gpu_server236,8,a100
gpu_server237,8,a100
gpu_server238,8,a100
gpu_server239,8,a100
gpu_server240,8,a100
gpu_server241,8,a100
gpu_server242,8,a100
gpu_server243,8,a100
gpu_server244,8,a100
gpu_server245,8,a100
gpu_server246,8,a100
gpu_server247,8,a100
gpu_server248,8,a100
gpu_server249,8,a100
gpu_server250,8,a100
gpu_server251,8,a100
gpu_server252,8,a100
gpu_server253,8,a100
gpu_server254,8,a100
gpu_server255,8,a100
gpu_server256,8,a100
gpu_server257,8,a100
gpu_server258,8,a100
gpu_server259,8,a100
gpu_server260,8,a100
gpu_server261,8,a100
gpu_server262,8,a100
gpu_server263,8,a100
gpu_server264,8,a100
gpu_server265,8,a100
gpu_server266,8,a100
gpu_server267,8,a100
gpu_server268,8,a100
gpu_server269,8,a100
gpu_server270,8,a100
