node,gpu_number,GPU,gpu_utilization,pod_name,pod_type,namespace,type_color,project_color,start_time,end_time
gpu-server01,0,gpu-server01:0,91.52603937007872,violet-run-pipeline-gpu-s4h6v-8936386,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-06 06:30:00+00:00
gpu-server01,0,gpu-server01:0,77.39303906250001,violet-run-pipeline-gpu-ftgl7-7014103,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-07 09:00:00+00:00,2023-11-08 01:00:00+00:00
gpu-server01,0,gpu-server01:0,68.49939107692305,violet-run-pipeline-gpu-kb27t-3379495359,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-09 07:30:00+00:00,2023-11-12 16:45:00+00:00
gpu-server01,0,gpu-server01:0,0.0,violet-run-pipeline-gpu-ff44j-3079852243,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-13 05:45:00+00:00,2023-11-13 06:30:00+00:00
gpu-server01,0,gpu-server01:0,34.49949019274378,violet-run-pipeline-gpu-xnpsz-830121636,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00
gpu-server01,0,gpu-server01:0,93.1611245322245,violet-run-pipeline-gpu-fftp4-1617571953,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-22 05:00:00+00:00,2023-12-27 05:15:00+00:00
gpu-server01,0,gpu-server01:0,71.15001734219283,violet-run-pipeline-gpu-9tnd8-1865815998,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-27 05:30:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,0,gpu-server01:0,50.34007413793104,violet-run-pipeline-gpu-xxzhb-877654433,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 17:45:00+00:00,2024-01-16 08:45:00+00:00
gpu-server01,0,gpu-server01:0,19.12223999999999,violet-run-pipeline-gpu-7w4v6-2132514135,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 09:15:00+00:00,2024-01-17 00:15:00+00:00
gpu-server01,0,gpu-server01:0,0.0,violet-run-pipeline-gpu-67q9p-1369228348,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2024-01-17 06:15:00+00:00,2024-01-18 06:15:00+00:00
gpu-server01,0,gpu-server01:0,19.70717333333333,violet-run-pipeline-gpu-94zlb-89947544,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-18 11:45:00+00:00
gpu-server01,0,gpu-server01:0,98.6693034562212,violet-run-pipeline-gpu-gcfvp-3319408383,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-19 01:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,1,gpu-server01:1,92.7652728346456,violet-run-pipeline-gpu-s4h6v-8936386,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-06 06:30:00+00:00
gpu-server01,1,gpu-server01:1,0.0,violet-run-pipeline-gpu-hlt2n-2188368213,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-07 08:00:00+00:00,2023-11-07 08:15:00+00:00
gpu-server01,1,gpu-server01:1,75.29947093023249,violet-run-pipeline-gpu-m46vh-3517775556,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-07 09:15:00+00:00,2023-11-16 08:15:00+00:00
gpu-server01,1,gpu-server01:1,65.75052597402602,violet-run-pipeline-gpu-6pclb-2524450674,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-16 09:15:00+00:00,2023-11-17 04:30:00+00:00
gpu-server01,1,gpu-server01:1,80.98754064303374,violet-run-pipeline-gpu-tz82p-1112139773,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-17 08:00:00+00:00,2023-11-29 23:15:00+00:00
gpu-server01,1,gpu-server01:1,82.563354674221,violet-run-pipeline-gpu-kzhj4-3456783790,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-30 05:45:00+00:00,2023-12-03 22:00:00+00:00
gpu-server01,1,gpu-server01:1,83.40010436590444,violet-run-pipeline-gpu-twzkn-2040448825,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-04 00:15:00+00:00,2023-12-09 00:30:00+00:00
gpu-server01,1,gpu-server01:1,80.08150241228078,violet-run-pipeline-gpu-q6k47-2102910114,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-11 04:30:00+00:00,2023-12-15 22:30:00+00:00
gpu-server01,1,gpu-server01:1,70.93055227272733,violet-run-pipeline-gpu-k279x-435367196,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-16 15:30:00+00:00,2023-12-17 02:30:00+00:00
gpu-server01,1,gpu-server01:1,70.4511422222222,violet-run-pipeline-gpu-w5kwp-2895921023,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-18 23:45:00+00:00,2023-12-19 11:00:00+00:00
gpu-server01,1,gpu-server01:1,0.0,violet-run-pipeline-gpu-8fz2m-3120019794,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-12-20 06:00:00+00:00,2023-12-20 07:30:00+00:00
gpu-server01,1,gpu-server01:1,69.29213541528249,violet-run-pipeline-gpu-9tnd8-1865815998,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-27 05:30:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,1,gpu-server01:1,54.330018181818176,violet-run-pipeline-gpu-l9s84-913604121,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 14:45:00+00:00,2024-01-12 17:30:00+00:00
gpu-server01,1,gpu-server01:1,48.65993649425284,violet-run-pipeline-gpu-xxzhb-877654433,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 17:45:00+00:00,2024-01-16 08:45:00+00:00
gpu-server01,1,gpu-server01:1,25.991276666666657,violet-run-pipeline-gpu-7w4v6-2132514135,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 09:15:00+00:00,2024-01-17 00:15:00+00:00
gpu-server01,1,gpu-server01:1,30.36078,violet-run-pipeline-gpu-6dfwt-2996314336,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 04:00:00+00:00,2024-01-17 06:30:00+00:00
gpu-server01,1,gpu-server01:1,37.6088,violet-run-pipeline-gpu-94zlb-89947544,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-18 11:45:00+00:00
gpu-server01,1,gpu-server01:1,98.550866513057,violet-run-pipeline-gpu-gcfvp-3319408383,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-19 01:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,2,gpu-server01:2,0.0,pytorch-cnn-dist-job-2023-07-25-11-07-24-206-worker-0,,ns-16872230390169597,grey,"(0.563919112214567, 0.0, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,2,gpu-server01:2,50.55764545454546,violet-run-pipeline-gpu-l9s84-913604121,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 14:45:00+00:00,2024-01-12 17:30:00+00:00
gpu-server01,2,gpu-server01:2,46.707529310344846,violet-run-pipeline-gpu-xxzhb-877654433,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 17:45:00+00:00,2024-01-16 08:45:00+00:00
gpu-server01,2,gpu-server01:2,23.09979666666666,violet-run-pipeline-gpu-7w4v6-2132514135,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 09:15:00+00:00,2024-01-17 00:15:00+00:00
gpu-server01,2,gpu-server01:2,31.905320000000007,violet-run-pipeline-gpu-6dfwt-2996314336,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 04:00:00+00:00,2024-01-17 06:30:00+00:00
gpu-server01,2,gpu-server01:2,87.92954615384615,violet-run-pipeline-gpu-tmdkg-1992501200,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-01-29 01:30:00+00:00,2024-01-29 04:45:00+00:00
gpu-server01,2,gpu-server01:2,93.10934629629628,violet-run-pipeline-gpu-xrl69-3799078920,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-29 06:00:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,3,gpu-server01:3,92.79607795275588,violet-run-pipeline-gpu-s4h6v-8936386,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-06 06:30:00+00:00
gpu-server01,3,gpu-server01:3,31.92623333333333,violet-run-pipeline-gpu-8dq7n-4075138259,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-07 07:30:00+00:00,2023-11-07 08:15:00+00:00
gpu-server01,3,gpu-server01:3,74.81370476190479,violet-run-pipeline-gpu-j8w6f-3696701120,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-07 09:15:00+00:00,2023-11-08 01:00:00+00:00
gpu-server01,3,gpu-server01:3,70.84213703703708,violet-run-pipeline-gpu-mzxmw-1728086594,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-09 07:30:00+00:00,2023-11-10 03:45:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-sbk8h-2282085431,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-fsvst-120632241,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-11 13:15:00+00:00,2023-11-12 04:45:00+00:00
gpu-server01,3,gpu-server01:3,100.0,violet-run-pipeline-gpu-b7kcj-3614906754,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-13 02:15:00+00:00,2023-11-13 05:45:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-jk789-511130492,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-13 06:30:00+00:00,2023-11-14 00:30:00+00:00
gpu-server01,3,gpu-server01:3,0.1735333333333333,violet-run-pipeline-gpu-2g9n4-268950333,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00
gpu-server01,3,gpu-server01:3,96.45448388059698,violet-run-pipeline-gpu-lwm5h-203195454,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00
gpu-server01,3,gpu-server01:3,74.26258247422683,violet-run-pipeline-gpu-7kdt4-947760339,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-22 08:00:00+00:00,2023-11-23 08:15:00+00:00
gpu-server01,3,gpu-server01:3,92.0407025830259,violet-run-pipeline-gpu-hndcn-327083716,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-23 21:00:00+00:00,2023-11-29 12:30:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-kzhj4-3456783790,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-30 05:45:00+00:00,2023-12-03 22:00:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-twzkn-2040448825,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-04 00:15:00+00:00,2023-12-09 00:30:00+00:00
gpu-server01,3,gpu-server01:3,76.95327875000002,violet-run-pipeline-gpu-fc5k7-3174162485,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-11 08:00:00+00:00,2023-12-12 04:00:00+00:00
gpu-server01,3,gpu-server01:3,67.90341685823753,violet-run-pipeline-gpu-mrx4s-1484515517,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-15 22:30:00+00:00,2023-12-18 15:45:00+00:00
gpu-server01,3,gpu-server01:3,0.0,violet-run-pipeline-gpu-4vk2f-731439944,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-12-20 07:30:00+00:00,2023-12-21 02:00:00+00:00
gpu-server01,3,gpu-server01:3,93.24583409563404,violet-run-pipeline-gpu-fftp4-1617571953,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-22 05:00:00+00:00,2023-12-27 05:15:00+00:00
gpu-server01,3,gpu-server01:3,73.26410666666665,violet-run-pipeline-gpu-lpcvm-2207421033,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-29 06:30:00+00:00,2023-12-29 21:30:00+00:00
gpu-server01,3,gpu-server01:3,75.16759537572254,violet-run-pipeline-gpu-7b2lh-267076134,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-08 07:15:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,3,gpu-server01:3,50.70654545454545,violet-run-pipeline-gpu-l9s84-913604121,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 14:45:00+00:00,2024-01-12 17:30:00+00:00
gpu-server01,3,gpu-server01:3,46.56752951219513,violet-run-pipeline-gpu-xxzhb-877654433,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 17:45:00+00:00,2024-01-17 00:15:00+00:00
gpu-server01,3,gpu-server01:3,27.574929411764707,violet-run-pipeline-gpu-zjp92-3873447848,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 02:15:00+00:00,2024-01-17 06:30:00+00:00
gpu-server01,3,gpu-server01:3,53.71728213935228,violet-run-pipeline-gpu-q82z8-427303108,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-28 22:45:00+00:00
gpu-server01,3,gpu-server01:3,90.67656923076925,violet-run-pipeline-gpu-tmdkg-1992501200,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-01-29 01:30:00+00:00,2024-01-29 04:45:00+00:00
gpu-server01,3,gpu-server01:3,92.96458580246924,violet-run-pipeline-gpu-xrl69-3799078920,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-29 06:00:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,4,gpu-server01:4,48.93182734219301,violet-run-pipeline-gpu-tdn9x-3826168464,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2024-01-05 08:00:00+00:00
gpu-server01,4,gpu-server01:4,1.7026846938775508,violet-run-pipeline-gpu-5zs6m-2706812674,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-05 08:15:00+00:00,2024-01-06 08:45:00+00:00
gpu-server01,4,gpu-server01:4,28.231645238095247,violet-run-pipeline-gpu-n9rg4-229354915,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-11 23:00:00+00:00,2024-01-12 09:30:00+00:00
gpu-server01,4,gpu-server01:4,51.919790909090906,violet-run-pipeline-gpu-l9s84-913604121,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-12 14:45:00+00:00,2024-01-12 17:30:00+00:00
gpu-server01,4,gpu-server01:4,33.946933333333334,violet-run-pipeline-gpu-4vppl-989390375,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 01:30:00+00:00,2024-01-16 02:15:00+00:00
gpu-server01,4,gpu-server01:4,8.981599999999998,violet-run-pipeline-gpu-g45q7-144219255,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 08:45:00+00:00,2024-01-16 09:15:00+00:00
gpu-server01,4,gpu-server01:4,33.045336,violet-run-pipeline-gpu-8sq5w-318761477,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 00:15:00+00:00,2024-01-17 06:30:00+00:00
gpu-server01,4,gpu-server01:4,53.61528125613352,violet-run-pipeline-gpu-q82z8-427303108,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-28 22:45:00+00:00
gpu-server01,4,gpu-server01:4,92.09024615384617,violet-run-pipeline-gpu-tmdkg-1992501200,task,ns-1690441020642881,red,"(0.0, 0.24147942045669324, 1.0, 1.0)",2024-01-29 01:30:00+00:00,2024-01-29 04:45:00+00:00
gpu-server01,4,gpu-server01:4,93.51920864197518,violet-run-pipeline-gpu-xrl69-3799078920,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-29 06:00:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,5,gpu-server01:5,89.18960387323948,violet-run-pipeline-gpu-fcthj-1525357944,task,ns-1690440796148727,red,"(0.9261352897716534, 1.0, 0.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-24 08:00:00+00:00
gpu-server01,5,gpu-server01:5,96.75775852047558,violet-run-pipeline-gpu-mngfc-883818940,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-26 23:30:00+00:00,2023-12-04 20:45:00+00:00
gpu-server01,5,gpu-server01:5,24.847087500000004,violet-run-pipeline-gpu-4tbc9-1774180843,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-04 23:45:00+00:00,2023-12-05 01:45:00+00:00
gpu-server01,5,gpu-server01:5,0.0,violet-run-pipeline-gpu-t6dns-976891770,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-05 02:00:00+00:00,2023-12-05 03:30:00+00:00
gpu-server01,5,gpu-server01:5,89.60891666666669,violet-run-pipeline-gpu-6kssc-4256735251,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-05 04:00:00+00:00,2023-12-05 10:00:00+00:00
gpu-server01,5,gpu-server01:5,99.6007677136104,violet-run-pipeline-gpu-qx4cf-3764207183,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-05 11:45:00+00:00,2024-01-05 08:00:00+00:00
gpu-server01,5,gpu-server01:5,1.8697908163265304,violet-run-pipeline-gpu-5zs6m-2706812674,task,ns-16904413105821052,red,"(1.0, 0.8053985326712598, 0.0, 1.0)",2024-01-05 08:15:00+00:00,2024-01-06 08:45:00+00:00
gpu-server01,5,gpu-server01:5,73.84327427745667,violet-run-pipeline-gpu-s45qr-2725211470,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-08 07:15:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,5,gpu-server01:5,27.49711190476191,violet-run-pipeline-gpu-n9rg4-229354915,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-11 23:00:00+00:00,2024-01-12 09:30:00+00:00
gpu-server01,5,gpu-server01:5,32.8864,violet-run-pipeline-gpu-4vppl-989390375,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 01:30:00+00:00,2024-01-16 02:15:00+00:00
gpu-server01,5,gpu-server01:5,9.46815,violet-run-pipeline-gpu-g45q7-144219255,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 08:45:00+00:00,2024-01-16 09:15:00+00:00
gpu-server01,5,gpu-server01:5,22.963526666666663,violet-run-pipeline-gpu-8sq5w-318761477,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 00:15:00+00:00,2024-01-17 04:00:00+00:00
gpu-server01,5,gpu-server01:5,0.0,violet-run-pipeline-gpu-65995-2587903403,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2024-01-17 05:45:00+00:00,2024-01-17 06:15:00+00:00
gpu-server01,5,gpu-server01:5,41.605986666666674,violet-run-pipeline-gpu-94zlb-89947544,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-18 11:45:00+00:00
gpu-server01,5,gpu-server01:5,98.55999247311814,violet-run-pipeline-gpu-gcfvp-3319408383,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-19 01:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,6,gpu-server01:6,0.0,violet-run-pipeline-gpu-q692j-3150263403,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-10 02:30:00+00:00
gpu-server01,6,gpu-server01:6,0.0,violet-run-pipeline-gpu-t7dvb-3880253144,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00
gpu-server01,6,gpu-server01:6,0.0,violet-run-pipeline-gpu-t8f9p-304554660,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-11 12:00:00+00:00,2023-11-11 13:15:00+00:00
gpu-server01,6,gpu-server01:6,3.370786516853932,violet-run-pipeline-gpu-b7kcj-3614906754,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-13 02:15:00+00:00,2023-11-14 00:30:00+00:00
gpu-server01,6,gpu-server01:6,0.1413466666666666,violet-run-pipeline-gpu-2g9n4-268950333,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00
gpu-server01,6,gpu-server01:6,22.79894195011327,violet-run-pipeline-gpu-xnpsz-830121636,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00
gpu-server01,6,gpu-server01:6,92.77297775467784,violet-run-pipeline-gpu-fftp4-1617571953,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-22 05:00:00+00:00,2023-12-27 05:15:00+00:00
gpu-server01,6,gpu-server01:6,52.45969235880401,violet-run-pipeline-gpu-9tnd8-1865815998,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-12-27 05:30:00+00:00,2024-01-11 21:45:00+00:00
gpu-server01,6,gpu-server01:6,33.3306238095238,violet-run-pipeline-gpu-n9rg4-229354915,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-11 23:00:00+00:00,2024-01-12 09:30:00+00:00
gpu-server01,6,gpu-server01:6,43.39233333333334,violet-run-pipeline-gpu-4vppl-989390375,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 01:30:00+00:00,2024-01-16 02:15:00+00:00
gpu-server01,6,gpu-server01:6,8.71355,violet-run-pipeline-gpu-g45q7-144219255,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-16 08:45:00+00:00,2024-01-16 09:15:00+00:00
gpu-server01,6,gpu-server01:6,36.11163333333333,violet-run-pipeline-gpu-8sq5w-318761477,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-17 00:15:00+00:00,2024-01-17 04:00:00+00:00
gpu-server01,6,gpu-server01:6,0.0,violet-run-pipeline-gpu-zwk5k-2679731521,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-17 05:30:00+00:00,2024-01-17 05:45:00+00:00
gpu-server01,6,gpu-server01:6,42.30478,violet-run-pipeline-gpu-94zlb-89947544,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2024-01-18 08:00:00+00:00,2024-01-18 11:45:00+00:00
gpu-server01,6,gpu-server01:6,98.61569062980014,violet-run-pipeline-gpu-gcfvp-3319408383,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2024-01-19 01:30:00+00:00,2024-02-01 15:00:00+00:00
gpu-server01,7,gpu-server01:7,93.2810413385826,violet-run-pipeline-gpu-s4h6v-8936386,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-03 15:00:00+00:00,2023-11-06 06:30:00+00:00
gpu-server01,7,gpu-server01:7,94.17117209302326,violet-run-pipeline-gpu-wg6kc-4184772163,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-07 08:00:00+00:00,2023-11-07 18:45:00+00:00
gpu-server01,7,gpu-server01:7,48.37954333333333,violet-run-pipeline-gpu-cqgld-154854302,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-08 02:15:00+00:00,2023-11-09 00:45:00+00:00
gpu-server01,7,gpu-server01:7,69.37933692946059,violet-run-pipeline-gpu-vxk4g-2272960119,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-09 07:30:00+00:00,2023-11-11 19:45:00+00:00
gpu-server01,7,gpu-server01:7,0.0,violet-run-pipeline-gpu-b7drh-3444738588,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-12 04:30:00+00:00,2023-11-12 04:45:00+00:00
gpu-server01,7,gpu-server01:7,48.15248153846154,violet-run-pipeline-gpu-cwpcn-377226272,task,ns-16904374776309414,red,"(0.29545293465748007, 0.0, 1.0, 1.0)",2023-11-13 02:15:00+00:00,2023-11-15 03:00:00+00:00
gpu-server01,7,gpu-server01:7,95.63448835820908,violet-run-pipeline-gpu-lwm5h-203195454,task,ns-16904458533318198,red,"(1.0, 0.0, 0.0, 1.0)",2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00
gpu-server01,7,gpu-server01:7,0.0,violet-run-pipeline-gpu-q8vbq-2566611081,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-22 08:00:00+00:00,2023-11-22 08:30:00+00:00
gpu-server01,7,gpu-server01:7,75.6924838337182,violet-run-pipeline-gpu-dt55x-1628821327,task,ns-16904409679649498,red,"(0.0, 0.7784117755708665, 1.0, 1.0)",2023-11-22 08:45:00+00:00,2023-11-26 21:00:00+00:00
