pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-msw8c-22860,task,PROJECT_18,ns-7887,TEAM_9,2024-07-29 12:22:30+00:00,2024-07-29 14:56:30+00:00,7,154,4,66.9839,A100,n
run-pipeline-gpu-dih4v-14469,task,PROJECT_18,ns-2317,TEAM_5,2024-08-16 21:21:30+00:00,2024-08-17 09:14:30+00:00,1,713,4,71.0208,A30,n
run-pipeline-gpu-1sbxv-32053,task,PROJECT_12,ns-18140,TEAM_5,2024-08-06 10:59:30+00:00,2024-08-07 06:20:30+00:00,1,1161,4,65.4,A100,n
run-pipeline-gpu-02nl5-12937,task,PROJECT_13,ns-21292,TEAM_8,2024-08-15 11:25:30+00:00,2024-08-16 04:33:30+00:00,2,1028,4,79.5825,A100,n
run-pipeline-gpu-byczm-27530,task,PROJECT_7,ns-31744,TEAM_1,2024-08-14 15:42:30+00:00,2024-08-17 17:10:30+00:00,2,4408,3,46.5026,A100,n
run-pipeline-gpu-va72w-8182,task,PROJECT_8,ns-26807,TEAM_5,2024-07-29 19:52:30+00:00,2024-07-30 01:33:30+00:00,1,341,5,87.5319,A100,n
run-pipeline-gpu-z1n7i-8705,task,PROJECT_16,ns-17762,TEAM_2,2024-08-01 20:08:30+00:00,2024-08-03 01:16:30+00:00,2,1748,3,45.5992,A100,y
run-pipeline-gpu-3eyul-26946,task,PROJECT_16,ns-1127,TEAM_4,2024-08-08 15:05:30+00:00,2024-08-08 16:58:30+00:00,1,113,4,74.1938,A100,n
run-pipeline-gpu-0hbva-28240,task,PROJECT_1,ns-28400,TEAM_9,2024-07-29 16:33:30+00:00,2024-07-30 03:13:30+00:00,1,640,3,48.1282,A100,n
run-pipeline-gpu-w1o9t-21476,task,PROJECT_4,ns-17922,TEAM_8,2024-08-11 11:37:30+00:00,2024-08-12 19:07:30+00:00,2,1890,4,63.6545,A100,n
run-pipeline-gpu-hlsyn-28029,task,PROJECT_2,ns-20785,TEAM_9,2024-08-02 06:28:30+00:00,2024-08-04 11:48:30+00:00,2,3200,2,28.0397,A100,n
run-pipeline-gpu-ehlsa-10443,instance,PROJECT_12,ns-13640,TEAM_5,2024-08-06 11:59:30+00:00,2024-08-07 04:11:30+00:00,2,972,3,53.8992,A30,n
run-pipeline-gpu-4821b-18040,task,PROJECT_13,ns-7262,TEAM_3,2024-08-16 07:28:30+00:00,2024-08-16 12:49:30+00:00,4,321,4,62.1293,A100,n
run-pipeline-gpu-lun2a-30731,instance,PROJECT_11,ns-27182,TEAM_2,2024-08-05 08:35:30+00:00,2024-08-05 22:27:30+00:00,4,832,3,57.86,A100,n
run-pipeline-gpu-peadd-13293,task,PROJECT_11,ns-15026,TEAM_7,2024-08-20 05:43:30+00:00,2024-08-20 20:56:30+00:00,5,913,4,62.8004,A100,n
run-pipeline-gpu-bdtj6-11738,instance,PROJECT_19,ns-3659,TEAM_4,2024-08-01 17:25:30+00:00,2024-08-02 02:32:30+00:00,1,547,2,25.0238,A100,n
