pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-e66eg-8970,task,PROJECT_19,ns-23376,TEAM_3,2024-06-12 14:41:42+00:00,2024-06-14 00:10:42+00:00,7,2009,2,33.7623,A100,n
run-pipeline-gpu-2ha4c-3441,task,PROJECT_12,ns-14197,TEAM_3,2024-06-30 23:40:42+00:00,2024-07-02 02:44:42+00:00,4,1624,4,70.3767,A100,y
run-pipeline-gpu-4udqf-17041,task,PROJECT_5,ns-24928,TEAM_4,2024-06-20 13:18:42+00:00,2024-06-20 23:25:42+00:00,3,607,4,64.1351,A100,n
run-pipeline-gpu-5x4nm-17250,task,PROJECT_8,ns-21741,TEAM_10,2024-06-29 13:44:42+00:00,2024-07-01 04:00:42+00:00,6,2296,5,95.9342,A100,n
run-pipeline-gpu-jyi4x-17068,task,PROJECT_9,ns-15018,TEAM_9,2024-06-28 18:01:42+00:00,2024-06-29 10:56:42+00:00,6,1015,4,60.5126,A100,n
run-pipeline-gpu-kshcx-27310,task,PROJECT_2,ns-17014,TEAM_1,2024-06-12 22:11:42+00:00,2024-06-13 10:36:42+00:00,6,745,3,43.469,A100,n
run-pipeline-gpu-toxw7-10631,task,PROJECT_14,ns-7420,TEAM_4,2024-06-15 22:27:42+00:00,2024-06-16 18:58:42+00:00,3,1231,4,60.2381,A30,n
run-pipeline-gpu-yabkp-7088,task,PROJECT_6,ns-16480,TEAM_2,2024-06-22 17:24:42+00:00,2024-06-23 16:49:42+00:00,4,1405,2,39.8185,A100,n
run-pipeline-gpu-clk45-25352,task,PROJECT_18,ns-9122,TEAM_4,2024-06-12 18:52:42+00:00,2024-06-15 11:12:42+00:00,8,3860,2,31.9271,A100,n
run-pipeline-gpu-ylgwp-12861,instance,PROJECT_9,ns-7547,TEAM_3,2024-06-25 13:56:42+00:00,2024-06-27 22:30:42+00:00,7,3394,4,79.8962,A100,n
run-pipeline-gpu-38iub-24477,task,PROJECT_7,ns-26301,TEAM_1,2024-06-16 08:47:42+00:00,2024-06-18 02:09:42+00:00,7,2482,3,45.1495,A100,n
run-pipeline-gpu-pl24d-16275,task,PROJECT_10,ns-13706,TEAM_1,2024-06-20 14:18:42+00:00,2024-06-21 09:07:42+00:00,8,1129,2,38.908,A100,y
