pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-67z6p-22861,instance,PROJECT_7,ns-22910,TEAM_9,2024-06-16 06:44:49+00:00,2024-06-16 11:44:49+00:00,3,300,3,59.5639,A100,n
run-pipeline-gpu-4wywt-9696,task,PROJECT_12,ns-16304,TEAM_1,2024-06-20 01:31:49+00:00,2024-06-20 09:42:49+00:00,1,491,4,70.3438,A100,y
run-pipeline-gpu-ujab5-24055,task,PROJECT_3,ns-23749,TEAM_3,2024-06-14 07:47:49+00:00,2024-06-16 15:25:49+00:00,7,3338,4,72.4084,A100,y
run-pipeline-gpu-ephl0-10176,instance,PROJECT_3,ns-9804,TEAM_2,2024-06-30 06:43:49+00:00,2024-07-01 13:00:49+00:00,5,1817,4,73.1371,A30,n
run-pipeline-gpu-ydtoa-7511,task,PROJECT_11,ns-29865,TEAM_8,2024-07-03 07:59:49+00:00,2024-07-05 09:19:49+00:00,6,2960,4,63.022,A100,n
run-pipeline-gpu-fntiv-14190,task,PROJECT_13,ns-8876,TEAM_1,2024-06-30 09:29:49+00:00,2024-07-01 21:21:49+00:00,7,2152,5,89.6412,A30,n
run-pipeline-gpu-evjxc-1721,task,PROJECT_18,ns-5142,TEAM_10,2024-06-17 13:22:49+00:00,2024-06-18 14:15:49+00:00,2,1493,3,44.2689,A100,n
run-pipeline-gpu-8ivg1-4965,task,PROJECT_20,ns-3902,TEAM_9,2024-06-17 10:08:49+00:00,2024-06-18 01:05:49+00:00,1,897,2,38.5324,A100,y
run-pipeline-gpu-j308l-28963,task,PROJECT_1,ns-21881,TEAM_3,2024-07-04 16:24:49+00:00,2024-07-06 04:07:49+00:00,4,2143,4,69.6217,A100,n
run-pipeline-gpu-r9bkd-3991,task,PROJECT_8,ns-26354,TEAM_6,2024-07-01 02:20:49+00:00,2024-07-03 06:14:49+00:00,7,3114,2,30.8635,A30,n
run-pipeline-gpu-v9qf4-23075,task,PROJECT_12,ns-12819,TEAM_10,2024-07-02 22:33:49+00:00,2024-07-03 22:18:49+00:00,4,1425,4,69.7129,A100,y
run-pipeline-gpu-xmx2i-10086,instance,PROJECT_7,ns-25518,TEAM_5,2024-06-26 14:40:49+00:00,2024-06-29 01:08:49+00:00,6,3508,2,28.5663,A100,n
run-pipeline-gpu-5nljj-6121,task,PROJECT_13,ns-29834,TEAM_8,2024-07-02 15:59:49+00:00,2024-07-03 16:09:49+00:00,1,1450,5,91.8628,A30,n
run-pipeline-gpu-5v0dm-9427,instance,PROJECT_18,ns-14848,TEAM_9,2024-06-25 04:17:49+00:00,2024-06-26 05:06:49+00:00,3,1489,4,62.7448,A100,n
run-pipeline-gpu-s0ixk-4759,task,PROJECT_4,ns-31427,TEAM_4,2024-06-20 11:53:49+00:00,2024-06-21 15:05:49+00:00,8,1632,5,86.3206,A100,n
run-pipeline-gpu-xov8s-4342,task,PROJECT_3,ns-9748,TEAM_6,2024-07-03 11:39:49+00:00,2024-07-04 14:11:49+00:00,3,1592,2,21.8423,A100,n
run-pipeline-gpu-6fgz3-22742,task,PROJECT_20,ns-6893,TEAM_8,2024-06-27 06:26:49+00:00,2024-06-27 11:42:49+00:00,8,316,3,47.8315,A30,y
run-pipeline-gpu-bvcb8-25007,instance,PROJECT_8,ns-15846,TEAM_5,2024-06-13 03:25:49+00:00,2024-06-15 13:46:49+00:00,7,3501,3,57.3339,A100,n
run-pipeline-gpu-wmgmc-9130,task,PROJECT_4,ns-16351,TEAM_6,2024-06-18 10:59:49+00:00,2024-06-20 17:28:49+00:00,5,3269,5,99.6171,A30,n
run-pipeline-gpu-spiad-6300,task,PROJECT_15,ns-15545,TEAM_5,2024-06-30 22:06:49+00:00,2024-07-02 04:05:49+00:00,6,1799,2,38.7807,A100,n
run-pipeline-gpu-37m64-7559,task,PROJECT_1,ns-4260,TEAM_7,2024-07-01 09:17:49+00:00,2024-07-03 15:17:49+00:00,8,3240,4,70.4405,A100,n
run-pipeline-gpu-l2xuu-18252,task,PROJECT_7,ns-15304,TEAM_8,2024-06-19 10:10:49+00:00,2024-06-20 18:01:49+00:00,1,1911,4,76.8044,A100,n
run-pipeline-gpu-56rdj-165,task,PROJECT_6,ns-14164,TEAM_2,2024-07-05 05:03:49+00:00,2024-07-06 04:48:49+00:00,2,1425,3,48.1969,A30,n
run-pipeline-gpu-yknwc-11442,instance,PROJECT_2,ns-3132,TEAM_6,2024-06-13 23:45:49+00:00,2024-06-15 10:19:49+00:00,6,2074,5,91.4555,A100,n
run-pipeline-gpu-dctco-24722,task,PROJECT_9,ns-6951,TEAM_8,2024-06-13 10:57:49+00:00,2024-06-15 11:48:49+00:00,3,2931,3,54.5427,A30,n
run-pipeline-gpu-3riv4-24541,task,PROJECT_12,ns-9823,TEAM_10,2024-06-28 13:35:49+00:00,2024-06-29 06:06:49+00:00,1,991,2,37.7347,A100,n
run-pipeline-gpu-4wtjr-13063,task,PROJECT_1,ns-8645,TEAM_2,2024-07-04 14:35:49+00:00,2024-07-06 00:36:49+00:00,1,2041,4,76.6685,A100,n
run-pipeline-gpu-cgk4f-15335,instance,PROJECT_12,ns-25104,TEAM_10,2024-06-15 02:03:49+00:00,2024-06-15 15:28:49+00:00,4,805,4,71.674,A100,y
run-pipeline-gpu-9f8cn-27645,instance,PROJECT_3,ns-19426,TEAM_5,2024-07-02 15:47:49+00:00,2024-07-04 03:34:49+00:00,3,2147,4,70.981,A100,n
run-pipeline-gpu-hv3tu-300,task,PROJECT_9,ns-27768,TEAM_4,2024-06-23 20:13:49+00:00,2024-06-25 22:03:49+00:00,3,2990,2,34.2932,A100,n
run-pipeline-gpu-7gojx-16640,task,PROJECT_17,ns-16648,TEAM_7,2024-06-22 11:50:49+00:00,2024-06-23 07:01:49+00:00,1,1151,3,51.3912,A100,n
run-pipeline-gpu-ahieg-24509,task,PROJECT_7,ns-12028,TEAM_6,2024-06-23 13:07:49+00:00,2024-06-25 16:54:49+00:00,4,3107,3,53.9051,A100,y
run-pipeline-gpu-wkgs8-26564,task,PROJECT_17,ns-7860,TEAM_2,2024-07-04 02:00:49+00:00,2024-07-06 00:30:49+00:00,4,2790,4,64.024,A30,n
run-pipeline-gpu-wrff1-24341,task,PROJECT_10,ns-7028,TEAM_10,2024-06-13 19:51:49+00:00,2024-06-14 16:48:49+00:00,2,1257,2,30.3894,A30,n
run-pipeline-gpu-hqmkm-25591,task,PROJECT_6,ns-7845,TEAM_6,2024-06-26 01:32:49+00:00,2024-06-28 04:42:49+00:00,8,3070,5,92.7906,A100,n
run-pipeline-gpu-bnqmt-22284,task,PROJECT_15,ns-4506,TEAM_5,2024-06-22 07:05:49+00:00,2024-06-23 13:28:49+00:00,3,1823,3,50.3873,A100,n
run-pipeline-gpu-0z04j-14424,instance,PROJECT_5,ns-26737,TEAM_5,2024-07-04 03:58:49+00:00,2024-07-04 09:26:49+00:00,2,328,5,88.4304,A100,y
run-pipeline-gpu-2dhvo-28170,task,PROJECT_13,ns-20934,TEAM_8,2024-07-04 20:10:49+00:00,2024-07-05 20:48:49+00:00,1,1478,2,39.4847,A100,n
run-pipeline-gpu-alqzw-3846,task,PROJECT_10,ns-8794,TEAM_10,2024-06-19 09:56:49+00:00,2024-06-20 14:51:49+00:00,4,1735,4,63.6576,A100,n
run-pipeline-gpu-sy8m0-20605,task,PROJECT_10,ns-12505,TEAM_5,2024-06-21 07:48:49+00:00,2024-06-23 07:28:49+00:00,4,2860,2,27.1816,A100,n
run-pipeline-gpu-my6ny-11546,task,PROJECT_8,ns-5473,TEAM_3,2024-06-27 05:17:49+00:00,2024-06-29 10:03:49+00:00,4,3166,2,29.1832,A100,n
run-pipeline-gpu-xuvs5-5517,task,PROJECT_15,ns-376,TEAM_4,2024-06-14 18:22:49+00:00,2024-06-16 20:13:49+00:00,7,2991,3,55.7535,A100,n
run-pipeline-gpu-87sqz-17785,task,PROJECT_6,ns-30873,TEAM_4,2024-06-19 06:00:49+00:00,2024-06-20 00:24:49+00:00,2,1104,5,88.8969,A100,n
run-pipeline-gpu-28rar-1295,task,PROJECT_20,ns-26236,TEAM_4,2024-06-24 17:49:49+00:00,2024-06-27 01:54:49+00:00,6,3365,3,52.7929,A100,n
run-pipeline-gpu-qtneo-32484,task,PROJECT_3,ns-14270,TEAM_3,2024-06-24 19:59:49+00:00,2024-06-24 20:30:49+00:00,1,31,5,98.0341,A30,n
run-pipeline-gpu-sdyy6-12985,task,PROJECT_20,ns-679,TEAM_7,2024-07-02 07:00:49+00:00,2024-07-02 23:55:49+00:00,6,1015,3,59.5016,A100,n
run-pipeline-gpu-3vpq9-16722,task,PROJECT_10,ns-18696,TEAM_4,2024-06-17 06:44:49+00:00,2024-06-18 19:15:49+00:00,6,2191,4,79.4554,A100,y
run-pipeline-gpu-7622p-8854,instance,PROJECT_1,ns-14744,TEAM_7,2024-06-15 23:40:49+00:00,2024-06-17 04:23:49+00:00,5,1723,3,46.1527,A100,n
run-pipeline-gpu-q1r7p-7809,task,PROJECT_13,ns-26170,TEAM_9,2024-06-14 01:02:49+00:00,2024-06-15 01:30:49+00:00,2,1468,3,52.4238,A30,n
run-pipeline-gpu-t3w18-27322,task,PROJECT_11,ns-30210,TEAM_2,2024-06-15 03:13:49+00:00,2024-06-16 13:23:49+00:00,5,2050,3,41.5402,A30,n
run-pipeline-gpu-m4s6y-27080,task,PROJECT_2,ns-15615,TEAM_4,2024-06-18 18:43:49+00:00,2024-06-19 12:32:49+00:00,7,1069,5,96.0331,A100,n
run-pipeline-gpu-lrk0s-1591,instance,PROJECT_6,ns-10521,TEAM_6,2024-07-04 11:14:49+00:00,2024-07-04 15:35:49+00:00,6,261,3,59.1474,A100,n
run-pipeline-gpu-6arb0-21296,task,PROJECT_19,ns-27256,TEAM_5,2024-06-18 12:13:49+00:00,2024-06-20 03:15:49+00:00,8,2342,4,60.3543,A100,n
run-pipeline-gpu-uqo97-19792,task,PROJECT_8,ns-30543,TEAM_9,2024-06-25 16:10:49+00:00,2024-06-27 05:46:49+00:00,2,2256,2,23.5949,A100,n
run-pipeline-gpu-cfqas-6595,instance,PROJECT_17,ns-22030,TEAM_7,2024-06-13 02:29:49+00:00,2024-06-14 19:33:49+00:00,6,2464,4,62.1937,A100,n
run-pipeline-gpu-n0l71-18157,task,PROJECT_3,ns-17982,TEAM_1,2024-06-18 15:52:49+00:00,2024-06-19 12:08:49+00:00,8,1216,2,30.9984,A100,n
run-pipeline-gpu-999dg-10533,task,PROJECT_8,ns-16270,TEAM_9,2024-06-25 20:24:49+00:00,2024-06-27 09:56:49+00:00,6,2252,5,83.9555,A30,n
run-pipeline-gpu-omq2k-18256,task,PROJECT_8,ns-8165,TEAM_2,2024-06-18 06:57:49+00:00,2024-06-18 20:57:49+00:00,8,840,5,84.88,A100,n
