pod,queue_sec,jct_sec
ph-application-1504131676014-19633-7kmdb,1.0,12.0
ph-application-1504131676014-19933-z5jjw,0.0,11.0
ph-application-1504131676014-20042-mbj9f,5.0,16.0
ph-application-1504131676014-20090-dlkzx,5.0,17.0
ph-application-1504131676014-20177-lw8kn,4.0,16.0
ph-application-1504131676014-20289-bgl8f,6.0,7.0
ph-application-1504131676014-20322-9wtpt,9.0,21.0
ph-application-1504131676014-20357-b5k9h,8.0,20.0
ph-application-1504131676014-20421-c86mt,8.0,20.0
ph-application-1504131676014-20455-gkzn2,6.0,18.0
ph-application-1504131676014-20521-9dk7w,4.0,15.0
ph-application-1504131676014-20540-7kxgh,18.0,31.0
ph-application-1504131676014-20644-q2j7h,17.0,30.0
ph-application-1504131676014-20710-wl6r8,15.0,28.0
ph-application-1504131676014-20811-d5fxs,15.0,27.0
ph-application-1504131676014-20879-hrf7x,15.0,27.0
ph-application-1504131676014-21043-8htb9,7.0,19.0
ph-application-1504131676014-21218-qffb4,2.0,14.0
ph-application-1504131676014-21317-msb7l,17.0,30.0
ph-application-1504131676014-21364-7bnfn,15.0,27.0
ph-application-1504131676014-21526-d2hhn,11.0,23.0
ph-application-1504131676014-21869-5chnn,5.0,17.0
ph-application-1504131676014-22022-78grz,3.0,15.0
ph-application-1504131676014-22221-zfwtw,1.0,13.0
ph-application-1504131676014-22358-l5g8z,4.0,16.0
ph-application-1504131676014-22359-p7lx8,10.0,21.0
ph-application-1504131676014-22487-ccjkz,4.0,15.0
ph-application-1504131676014-22594-cbx7m,2.0,13.0
ph-application-1504131676014-22619-vntzx,1.0,2.0
ph-application-1504131676014-22752-8c4jn,5.0,16.0
ph-application-1504131676014-22845-l8r2m,10.0,21.0
ph-application-1504131676014-23473-hcmtw,8.0,19.0
ph-application-1504131676014-23497-tt7kn,7.0,18.0
ph-application-1504131676014-23554-v68t8,7.0,18.0
ph-application-1504131676014-23623-7fldf,11.0,22.0
ph-application-1504131676014-23778-hg5w5,16.0,27.0
ph-application-1504131676014-23926-5d8ft,20.0,31.0
ph-application-1504131676014-24590-7ddc8,8.0,9.0
ph-application-1504131676014-24734-2llmx,4.0,15.0
ph-application-1504131676014-24780-lbwkw,8.0,19.0
ph-application-1504131676014-24975-grps6,1.0,12.0
ph-application-1504131676014-24991-ssl57,10.0,21.0
ph-application-1504131676014-25039-v8wbj,7.0,19.0
ph-application-1504131676014-25063-7mjfd,5.0,17.0
ph-application-1504131676014-25113-6d7l2,4.0,15.0
ph-application-1506638472019-0065-7kchc,4.0,15.0
ph-application-1506638472019-0213-vhpnw,3.0,4.0
ph-application-1506638472019-0273-54sv4,10.0,12.0
ph-application-1506638472019-0445-rbnwv,12.0,25.0
ph-application-1506638472019-0794-rjvz2,10.0,23.0
ph-application-1506638472019-0805-vnvwr,11.0,24.0
ph-application-1506638472019-0864-qmfpx,11.0,24.0
ph-application-1506638472019-0865-lt8p4,11.0,23.0
ph-application-1506638472019-0870-4hzbr,11.0,23.0
ph-application-1506638472019-0922-hs6bf,11.0,24.0
ph-application-1506638472019-0928-gw8ts,11.0,24.0
ph-application-1506638472019-0962-hc25z,26.0,38.0
ph-application-1506638472019-0969-z2qb7,26.0,38.0
ph-application-1506638472019-10000-42m6s,96.0,109.0
ph-application-1506638472019-10307-hg8dx,88.0,91.0
ph-application-1506638472019-1037-2rv65,25.0,37.0
ph-application-1506638472019-10403-xqp86,85.0,87.0
ph-application-1506638472019-10573-w8xz7,82.0,95.0
ph-application-1506638472019-10607-dgtfs,96.0,107.0
ph-application-1506638472019-10612-wmfgf,111.0,125.0
ph-application-1506638472019-10647-8lhfs,111.0,125.0
ph-application-1506638472019-10771-pbjmq,111.0,125.0
ph-application-1506638472019-10885-lznnc,111.0,124.0
ph-application-1506638472019-1105-r2g4c,24.0,36.0
ph-application-1506638472019-11079-lgbgc,111.0,124.0
ph-application-1506638472019-11086-5rs7d,111.0,124.0
ph-application-1506638472019-11279-vg48j,110.0,123.0
ph-application-1506638472019-11414-fm4k6,111.0,123.0
ph-application-1506638472019-11465-2ql4r,130.0,143.0
ph-application-1506638472019-11582-zmpx5,130.0,143.0
ph-application-1506638472019-11593-jzbgt,129.0,142.0
ph-application-1506638472019-11943-ft24n,128.0,141.0
ph-application-1506638472019-12443-hg4sd,125.0,138.0
ph-application-1506638472019-12507-mctb8,124.0,137.0
ph-application-1506638472019-12527-99d7z,125.0,137.0
ph-application-1506638472019-12560-pxb6d,125.0,137.0
ph-application-1506638472019-12776-mt84f,128.0,141.0
ph-application-1506638472019-12960-5jx5b,124.0,138.0
ph-application-1506638472019-13119-9sx7w,123.0,135.0
ph-application-1506638472019-13171-rvvgh,123.0,135.0
ph-application-1506638472019-13217-rhjtd,123.0,136.0
ph-application-1506638472019-13220-r7zpz,123.0,135.0
ph-application-1506638472019-13281-xh6tr,123.0,135.0
ph-application-1506638472019-13375-l54bk,123.0,136.0
ph-application-1506638472019-13501-25rhj,138.0,149.0
ph-application-1506638472019-13508-ccrwf,138.0,150.0
ph-application-1506638472019-13651-f4zh7,137.0,149.0
ph-application-1506638472019-13970-fpps2,137.0,149.0
ph-application-1506638472019-14055-lskp4,142.0,153.0
ph-application-1506638472019-14098-xt6tq,151.0,163.0
ph-application-1506638472019-14147-tbgq9,156.0,167.0
ph-application-1506638472019-14291-kwrfb,147.0,158.0
ph-application-1506638472019-14298-zxslk,146.0,157.0
ph-application-1506638472019-14320-rgm6x,145.0,156.0
ph-application-1506638472019-14339-bq6zt,154.0,155.0
ph-application-1506638472019-1439-gdtwq,17.0,29.0
ph-application-1506638472019-14452-7kkq6,146.0,147.0
ph-application-1506638472019-14789-tr9w2,138.0,140.0
ph-application-1506638472019-14880-8bhnw,133.0,145.0
ph-application-1506638472019-14920-628qr,132.0,144.0
ph-application-1506638472019-15377-pf5v4,125.0,127.0
ph-application-1506638472019-15557-4l62z,126.0,138.0
ph-application-1506638472019-15909-nqmpf,125.0,137.0
ph-application-1506638472019-15938-qkswf,125.0,137.0
ph-application-1506638472019-16123-lgpwk,116.0,127.0
ph-application-1506638472019-16210-k9h7j,115.0,126.0
ph-application-1506638472019-16253-dc6zl,125.0,136.0
ph-application-1506638472019-16305-svbck,125.0,126.0
